Name,Filing Date,Word Length_category,c1,c2,c3,c4,ticker
"ABOUT, INC.",3/26/99,146,1.369863014,0.684931507,0.684931507,3.424657534,MINE
VALLEY MEDIA INC,3/26/99,83,0,3.614457831,0,6.024096386,VMIX
"AUTOWEB, INC.",3/29/99,127,0.787401575,3.149606299,0,2.362204724,ABTL
CRITICAL PATH INC,3/30/99,155,1.290322581,1.935483871,1.290322581,3.225806452,CPTH
MKS INSTRUMENTS INC,3/30/99,117,1.709401709,2.564102564,0,2.564102564,MKSI
PEPSI BOTTLING GROUP INC,3/31/99,85,0,8.235294118,0,0,PBG
BOOKING HOLDINGS INC.,3/31/99,143,2.097902098,1.398601399,0.699300699,1.398601399,PCLN
ZIFF DAVIS INC,3/31/99,173,0,2.312138728,0,1.156069364,ZDZ
PLX TECHNOLOGY INC,4/6/99,93,2.150537634,4.301075269,1.075268817,1.075268817,PLXT
RHYTHMS NET CONNECTIONS INC,4/7/99,139,0,4.316546763,0.71942446,1.438848921,RTHM
TRANSCOASTAL CORP,4/8/99,493,1.622718053,5.070993915,0.811359026,2.028397566,CLAI
ELDORADO BANCSHARES INC,4/8/99,110,0,2.727272727,0,0,ELBI
VALUE AMERICA INC /VA,4/8/99,142,2.112676056,1.408450704,0,2.112676056,VUSA
EXTREME NETWORKS INC,4/9/99,105,1.904761905,4.761904762,0,4.761904762,EXTR
RAVENSWOOD WINERY INC,4/9/99,114,0,2.631578947,0,3.50877193,RVWD
DELIA S CORP,4/9/99,215,1.395348837,5.581395349,0,1.860465116,TURF
USINTERNETWORKING INC,4/9/99,132,1.515151515,3.03030303,0,3.787878788,USIX
MIH LTD,4/14/99,216,2.777777778,8.333333333,1.388888889,0.925925926,MIHL
S WIND-UP CORP,4/14/99,99,1.01010101,5.050505051,0,6.060606061,SGNT
FIRST CAPITAL BANCSHARES INC /SC/,4/15/99,254,0,3.937007874,0,1.57480315,FCPB
ACCREDO HEALTH INC,4/16/99,143,2.097902098,1.398601399,0,0,ACDO
WORLDGATE COMMUNICATIONS INC,4/16/99,163,1.226993865,1.840490798,1.226993865,1.226993865,WGAT
"ASURA DEVELOPMENT GROUP, INC.",4/19/99,171,0,1.169590643,0.584795322,1.754385965,FNTV
STANCORP FINANCIAL GROUP INC,4/19/99,202,0,0.99009901,0,0,SFG
PROXICOM INC,4/20/99,191,1.570680628,3.141361257,0.523560209,1.570680628,PXCM
BUCA INC /MN,4/21/99,214,0.934579439,4.672897196,0,0.46728972,BUCA
AB WATLEY GROUP INC,4/21/99,398,0,4.020100503,0.502512563,3.015075377,IFSX
AREMISSOFT CORP /DE/,4/23/99,164,1.829268293,4.268292683,0.609756098,1.829268293,AREM
COMPUCREDIT CORP,4/23/99,88,0,2.272727273,1.136363636,0,CCRT
"STAMFORD INDUSTRIAL GROUP, INC.",4/23/99,87,1.149425287,3.448275862,1.149425287,1.149425287,NETP
TUESDAY MORNING CORP/DE,4/23/99,358,0,1.396648045,0,0,TUES
LAUNCH MEDIA INC,4/26/99,144,2.777777778,0.694444444,0,3.472222222,LAUN
STATIA TERMINALS GROUP NV,4/26/99,140,1.428571429,2.142857143,0,0,STNV
RAZORFISH INC,4/27/99,136,2.205882353,2.941176471,0,0,RAZF
HEIDRICK & STRUGGLES INTERNATIONAL INC,4/28/99,215,0.930232558,5.581395349,0,0.930232558,HSII
"IMMTECH PHARMACEUTICALS, INC.",4/29/99,372,0.537634409,1.612903226,0.806451613,0.806451613,IMMT
INFORMATICA LLC,4/29/99,69,0,4.347826087,1.449275362,0,INFA
APPLIEDTHEORY CORP,4/30/99,136,1.470588235,4.411764706,0,2.205882353,ATHY
CNX RESOURCES CORP,4/30/99,74,1.351351351,5.405405405,0,0,CNX
HEARME,4/30/99,91,2.197802198,4.395604396,0,3.296703297,MPTH
MARIMBA INC,4/30/99,92,3.260869565,4.347826087,0,3.260869565,MRBA
TOWNPAGESNET COM PLC,4/30/99,544,0.551470588,2.389705882,0.183823529,1.838235294,TPN
GOLDMAN SACHS GROUP INC,5/4/99,90,0,2.222222222,0,0,GS
MAPQUEST COM INC,5/4/99,159,0.628930818,1.257861635,0.628930818,2.51572327,MQST
COMPS COM INC,5/5/99,188,1.063829787,7.446808511,0,1.063829787,CDOT
FLYCAST COMMUNICATIONS CORP,5/5/99,60,3.333333333,5,0,1.666666667,FCST
SILKNET SOFTWARE INC,5/5/99,116,1.724137931,2.586206897,0,3.448275862,SILK
DESTIA COMMUNICATIONS INC,5/6/99,68,4.411764706,1.470588235,0,2.941176471,DEST
"NAUTILUS, INC.",5/6/99,191,1.570680628,2.617801047,1.570680628,4.712041885,DFXI
NORTHPOINT COMMUNICATIONS GROUP INC,5/6/99,62,0,6.451612903,0,0,NPNT
PORTAL SOFTWARE INC,5/6/99,192,1.041666667,3.645833333,0.520833333,1.5625,PRSF
LATITUDE COMMUNICATIONS INC,5/7/99,120,1.666666667,2.5,1.666666667,2.5,LATD
JMXI INC,5/7/99,153,0.653594771,3.921568627,0,1.960784314,MMXI
RADIO ONE INC,5/7/99,99,1.01010101,5.050505051,0,1.01010101,ROIA
MAKER COMMUNICATIONS INC,5/11/99,110,0,4.545454545,0,0,MAKR
NETOBJECTS INC,5/11/99,200,1,6.5,0.5,1.5,NETO
"THESTREET, INC.",5/11/99,124,0.806451613,0.806451613,0.806451613,2.419354839,TSCM
BIZNESSONLINE COM INC/DE,5/12/99,222,4.504504505,3.153153153,0,1.351351351,BIZZ
TW TELECOM INC.,5/12/99,303,1.320132013,3.630363036,1.320132013,0.660066007,TWTC
COPPER MOUNTAIN NETWORKS INC,5/13/99,120,1.666666667,3.333333333,0,2.5,CMTN
WESCO INTERNATIONAL INC,5/13/99,184,0,7.608695652,0,3.804347826,WCC
ALLOY INC,5/14/99,113,1.769911504,6.194690265,0,1.769911504,ALOY
"MANHATTAN BRIDGE CAPITAL, INC",5/14/99,282,1.063829787,3.90070922,0,1.418439716,DAGM
FIRST COMMUNITY FINANCIAL CORP /NC/,5/14/99,514,0,6.031128405,0,0.194552529,FCFN
"AURIGA LABORATORIES, INC.",5/14/99,296,1.013513514,6.081081081,0,2.027027027,MLNK
NEXTCARD INC,5/14/99,98,1.020408163,4.081632653,0,2.040816327,NXCD
SCIENT CORP,5/14/99,88,1.136363636,3.409090909,1.136363636,0,SCNT
BANKRATE INC,5/17/99,124,2.419354839,2.419354839,0.806451613,1.612903226,ILIF
MIPS TECHNOLOGIES INC,5/17/99,42,0,2.380952381,0,0,
NCRIC GROUP INC,5/18/99,392,1.020408163,6.12244898,0,0.510204082,NCRI
NEXTERA ENTERPRISES INC,5/18/99,358,1.955307263,5.586592179,0.279329609,0.279329609,NXRA
REDBACK NETWORKS INC,5/18/99,89,3.370786517,5.617977528,0,3.370786517,RBAK
ONESOURCE INFORMATION SERVICES INC,5/19/99,196,1.530612245,6.12244898,0.510204082,0.510204082,ONES
ARDENT COMMUNICATIONS INC,5/20/99,241,0.829875519,3.734439834,0.829875519,2.074688797,CAIS
ETOYS INC,5/20/99,118,0.847457627,3.389830508,0.847457627,2.542372881,ETYS
"HEALTHTRONICS, INC.",5/20/99,51,0,5.882352941,0,1.960784314,HTRN
AT PLAN INC,5/21/99,118,1.694915254,3.389830508,0,1.694915254,APLN
DAVIDS BRIDAL INC,5/21/99,108,0,3.703703704,0.925925926,2.777777778,DABR
FPB FINANCIAL CORP,5/21/99,654,0,3.058103976,0,1.529051988,FPBF
HUDSON CITY BANCORP INC,5/21/99,333,1.201201201,2.402402402,0.3003003,0.3003003,HCBK
IQ POWER AG,5/21/99,145,0.689655172,4.137931034,1.379310345,2.75862069,IQPT
NEWGEN RESULTS CORP,5/21/99,120,0.833333333,4.166666667,0,0.833333333,NWGN
RUBIOS RESTAURANTS INC,5/21/99,114,0,4.385964912,0,0,RUBO
TENFOLD CORP /UT,5/21/99,119,1.680672269,3.361344538,0.840336134,0.840336134,TENF
ALASKA PACIFIC BANCSHARES INC,5/24/99,237,0,2.953586498,0,2.109704641,AKPB
FASHIONMALL COM INC,5/24/99,305,0.327868852,3.606557377,0.327868852,1.31147541,FASH
PRISM FINANCIAL CORP,5/25/99,202,1.485148515,5.940594059,0.495049505,0,PRFN
BARNESANDNOBLE COM INC,5/26/99,189,1.587301587,1.587301587,0,1.587301587,BNBN
"INFOSMART GROUP, INC.",5/26/99,179,0,2.234636872,0.558659218,2.793296089,CMEE
EDGAR ONLINE INC,5/26/99,136,1.470588235,5.147058824,0,0.735294118,EDGR
JUNO ONLINE SERVICES INC,5/26/99,145,2.068965517,5.517241379,0.689655172,0,JWEB
US CONCRETE INC,5/26/99,185,2.162162162,11.35135135,0,1.621621622,RMIX
"CYCLELOGIC, INC.",5/26/99,111,0,2.702702703,0.900900901,0,STRM
TC PIPELINES LP,5/26/99,84,0,0,0,0,TCLPZ
ZIPLINK INC,5/26/99,179,0,6.145251397,0,1.117318436,ZIPL
INET TECHNOLOGIES INC,5/27/99,148,1.351351351,1.351351351,1.351351351,2.702702703,INTI
INTERACT COMMERCE CORP,5/27/99,171,1.754385965,2.923976608,1.754385965,1.754385965,SLGX
FIRST DEPOSIT BANCSHARES INC,5/28/99,622,0.482315113,3.697749196,0,1.768488746,FDBI
INDIAN VILLAGE BANCORP INC,5/28/99,535,0.186915888,3.551401869,0,1.121495327,IDVB
STEELTON BANCORP INC,5/28/99,289,0,5.53633218,0,2.076124567,SELO
IXL ENTERPRISES INC,6/3/99,259,2.316602317,2.316602317,0.772200772,1.544401544,IIXL
ZANY BRAINY INC,6/3/99,181,1.657458564,3.867403315,0,3.867403315,ZANY
"WASTE SERVICES, INC.",6/4/99,166,3.012048193,5.421686747,0,6.626506024,CERI
"F5 NETWORKS, INC.",6/4/99,162,0.617283951,2.469135802,2.469135802,2.469135802,FFIV
NETWORK ACCESS SOLUTIONS CORP,6/4/99,128,0,0.78125,0.78125,2.34375,NASC
OSWEGO COUNTY BANCORP INC,6/4/99,520,0.384615385,2.307692308,0,1.153846154,OCSB
THINKPATH INC,6/4/99,358,0.837988827,2.793296089,0,4.189944134,THTH
SOUNDVIEW TECHNOLOGY GROUP INC,6/4/99,174,0.574712644,4.022988506,0,1.724137931,WITC
HIGH SPEED ACCESS CORP,6/7/99,109,1.834862385,2.752293578,0,0.917431193,HSAC
ONLINE RESOURCES CORP,6/7/99,160,1.25,3.75,0,3.125,ORCC
BACKWEB TECHNOLOGIES LTD,6/8/99,119,0.840336134,5.882352941,0,0.840336134,BWEB
DRKOOP COM INC,6/8/99,192,1.041666667,2.083333333,0,0.520833333,KOOP
DITECH NETWORKS INC,6/9/99,149,0.67114094,6.040268456,0.67114094,2.684563758,DITC
PANTRY INC,6/9/99,179,5.586592179,5.586592179,0.558659218,4.469273743,PTRY
SKECHERS USA INC,6/10/99,234,0,2.136752137,0.427350427,0.427350427,SKX
AZURIX CORP,6/11/99,113,2.654867257,4.424778761,0,2.654867257,AZX
SSP SOLUTIONS INC,6/11/99,592,0.337837838,4.054054054,0.506756757,2.195945946,LTNX
"GREAT ELM CAPITAL GROUP, INC.",6/11/99,192,1.041666667,1.5625,3.125,4.6875,PHCM
GENESISINTERMEDIA INC,6/15/99,175,3.428571429,2.285714286,0,3.428571429,GENI
CAREINSITE INC,6/16/99,90,2.222222222,3.333333333,0,1.111111111,CARI
CAREERBUILDER INC,6/16/99,125,1.6,7.2,0,0,CBDR
CARESIDE INC,6/17/99,232,0,7.327586207,0.431034483,5.172413793,CSA
LIQUENT INC,6/17/99,141,1.418439716,2.127659574,1.418439716,5.673758865,ESPS
SBA COMMUNICATIONS CORP,6/17/99,154,1.298701299,3.896103896,0,4.545454545,SBAC
OVERTURE SERVICES INC,6/18/99,76,3.947368421,3.947368421,0,2.631578947,GOTO
EASYLINK SERVICES CORP,6/18/99,188,1.063829787,1.595744681,1.063829787,2.659574468,MAIL
STREAMLINE COM INC,6/18/99,102,1.960784314,2.941176471,0,2.941176471,SLNE
STUDENT ADVANTAGE INC,6/18/99,139,4.316546763,4.316546763,0.71942446,4.316546763,STAD
VIANT CORP,6/18/99,167,1.796407186,4.191616766,0.598802395,1.796407186,VIAN
APPNET INC /DE/,6/21/99,310,0.322580645,4.193548387,0,2.903225806,APNT
RAMP NETWORKS INC,6/22/99,85,2.352941176,4.705882353,1.176470588,5.882352941,RAMP
TEAM FINANCIAL INC /KS,6/22/99,80,0,3.75,0,0,TFIN
ABLE ENERGY INC,6/23/99,341,1.759530792,3.519061584,0,1.46627566,ABLE
GLOBESPANVIRATA INC,6/23/99,174,0.574712644,5.747126437,0.574712644,0,GSPN
MAXUS TECHNOLOGY CORP,6/23/99,112,5.357142857,4.464285714,0,2.678571429,NTVN
SALON MEDIA GROUP INC,6/23/99,94,0,2.127659574,0,2.127659574,SALN
TD WATERHOUSE GROUP INC,6/23/99,348,1.436781609,3.735632184,0.574712644,0.287356322,TWE
MYTURN COM INC,6/23/99,371,1.347708895,2.964959569,0,2.69541779,
ARIBA INC,6/24/99,81,1.234567901,3.703703704,1.234567901,0,ARBA
CYBERSOURCE CORP,6/24/99,70,0,2.857142857,1.428571429,1.428571429,CYBS
"MEET GROUP, INC.",6/24/99,104,0.961538462,5.769230769,0,0,PASA
SOFTWARE COM INC,6/24/99,130,0.769230769,2.307692308,0,2.307692308,SWCM
FINANCIAL INSTITUTIONS INC,6/25/99,111,2.702702703,1.801801802,0.900900901,0.900900901,FISI
SECURE POINT TECHNOLOGIES INC,6/25/99,206,0,2.427184466,0.970873786,4.854368932,IMPL
MECKLERMEDIA CORP,6/25/99,160,0.625,5.625,0.625,0.625,INTM
JUNIPER NETWORKS INC,6/25/99,112,0.892857143,1.785714286,0.892857143,0.892857143,JNPR
PERSISTENCE SOFTWARE INC,6/25/99,107,1.869158879,3.738317757,0.934579439,2.803738318,PRSW
US SEARCH CORP COM,6/25/99,189,1.058201058,3.703703704,0,1.058201058,SRCH
STAMPS.COM INC,6/25/99,151,1.986754967,1.986754967,0,2.649006623,STMP
GREATER ATLANTIC FINANCIAL CORP,6/28/99,146,2.054794521,6.849315068,1.369863014,1.369863014,GAFC
E LOAN INC,6/29/99,150,0.666666667,2,0.666666667,1.333333333,EELN
DIGITAL ISLAND INC,6/29/99,91,2.197802198,3.296703297,2.197802198,2.197802198,ISLD
NFRONT INC,6/29/99,237,1.265822785,7.172995781,0.421940928,2.109704641,NFNT
WOMEN FIRST HEALTHCARE INC,6/29/99,137,0,3.649635036,0,0.729927007,WFHC
NETWORK PLUS CORP,6/30/99,125,1.6,1.6,0,1.6,NPLS
"PRIVATEBANCORP, INC",6/30/99,110,1.818181818,1.818181818,1.818181818,2.727272727,PVTB
SHOWCASE CORP /MN,6/30/99,97,3.092783505,3.092783505,1.030927835,3.092783505,SHWC
SEMINIS INC,6/30/99,199,1.507537688,6.030150754,0,1.507537688,SMNS
"DIADEXUS, INC.",6/30/99,91,0,2.197802198,0,0,VXGN
ASK JEEVES INC,7/1/99,111,1.801801802,3.603603604,0.900900901,4.504504505,ASKJ
CLARENT CORP/DE,7/1/99,174,1.149425287,1.724137931,2.873563218,5.172413793,CLRN
PRIMUS KNOWLEDGE SOLUTIONS INC,7/1/99,136,1.470588235,5.147058824,1.470588235,2.941176471,PKSI
"SALEM MEDIA GROUP, INC. /DE/",7/1/99,147,2.721088435,4.081632653,0,2.040816327,SALM
YANKEE CANDLE CO INC,7/1/99,181,0,2.209944751,0,1.104972376,YCC
COMMERCE ONE INC,7/2/99,71,2.816901408,4.225352113,0,4.225352113,CMRC
ID SYSTEMS INC,7/2/99,320,0.625,2.1875,0.625,3.125,IDSY
SUN COMMUNITY BANCORP LTD,7/2/99,229,0,2.183406114,1.310043668,0.436681223,SCBL
SUNCOAST BANCORP INC,7/2/99,384,0,5.46875,0.260416667,2.34375,SUNB
GEORGE FOREMAN ENTERPRISES INC,7/7/99,176,0.568181818,2.840909091,0,1.136363636,HITS
INTERLIANT INC,7/8/99,141,3.546099291,4.964539007,0,1.418439716,INIT
LQ CORP INC,7/9/99,65,0,4.615384615,1.538461538,1.538461538,LQID
ENCORE CAPITAL GROUP INC,7/9/99,159,0,7.547169811,0,4.402515723,MCMC
CYREN LTD.,7/13/99,160,1.25,2.5,1.25,4.375,CTCH
TIBCO SOFTWARE INC,7/14/99,140,0.714285714,4.285714286,0.714285714,2.142857143,TIBX
KEITH COMPANIES INC,7/14/99,165,1.212121212,3.03030303,0,0.606060606,TKCI
EFFICIENT NETWORKS INC,7/15/99,74,1.351351351,4.054054054,0,1.351351351,EFNT
PROVANTAGE HEALTH SERVICES INC,7/15/99,83,1.204819277,3.614457831,0,1.204819277,PHS
AUDIBLE INC,7/16/99,115,1.739130435,1.739130435,0,2.608695652,ADBL
PARADYNE NETWORKS INC,7/16/99,159,2.51572327,3.144654088,0.628930818,3.144654088,PDYN
NIC INC,7/19/99,157,1.910828025,1.910828025,0.636942675,0.636942675,EGOV
"ITA HOLDINGS, INC.",7/19/99,138,1.449275362,2.898550725,1.449275362,2.173913043,RVST
BE INC,7/20/99,94,0,3.191489362,1.063829787,2.127659574,BEOS
GENENTECH INC,7/20/99,148,0,0,0,9.459459459,DNA
ENGAGE INC,7/20/99,90,2.222222222,3.333333333,0,2.222222222,ENGA
"LIVEWORLD, INC.",7/20/99,110,0.909090909,3.636363636,0.909090909,4.545454545,TCTY
GADZOOX NETWORKS INC,7/20/99,82,3.658536585,2.43902439,1.219512195,4.87804878,ZOOX
ART TECHNOLOGY GROUP INC,7/21/99,218,2.293577982,4.128440367,1.834862385,2.752293578,ARTG
HOOVERS INC,7/21/99,116,1.724137931,0.862068966,0.862068966,1.724137931,HOOV
INSIGHT COMMUNICATIONS CO INC,7/21/99,250,5.2,2.4,0.4,4,ICCI
MP3 COM INC,7/21/99,171,1.169590643,1.754385965,1.169590643,3.50877193,MPPP
VOYAGER NET INC,7/21/99,202,0.99009901,4.455445545,1.485148515,1.485148515,VOYN
SCIENTIFIC LEARNING CORP,7/22/99,67,0,4.47761194,0,2.985074627,SCIL
TROY GROUP INC,7/22/99,186,3.225806452,5.376344086,0,0.537634409,TROY
"PRISM TECHNOLOGIES GROUP, INC.",7/23/99,86,2.325581395,3.488372093,0,2.325581395,INSW
"J2 GLOBAL, INC.",7/23/99,199,0,4.020100503,0,3.015075377,JFAX
TANNING TECHNOLOGY CORP,7/23/99,130,1.538461538,3.076923077,0,0.769230769,TANN
BIOMARIN PHARMACEUTICAL INC,7/26/99,204,0.490196078,0.980392157,0.490196078,4.901960784,BMRN
ALLSCRIPTS INC /IL,7/26/99,136,2.941176471,2.205882353,0,0,MDRX
VERSATEL TELECOM INTERNATIONAL N V,7/27/99,282,1.418439716,2.836879433,0,2.127659574,VRSA
CARDINAL AIRLINES INC,7/28/99,484,0.20661157,1.446280992,0,1.652892562,CAAL
NEXPRISE INC,7/28/99,127,1.57480315,3.937007874,0.787401575,1.57480315,CMDX
DRUGSTORE COM INC,7/28/99,119,0.840336134,3.361344538,0.840336134,0.840336134,DSCM
FOCAL COMMUNICATIONS CORP,7/28/99,90,1.111111111,2.222222222,0,2.222222222,FCOM
LIBERATE TECHNOLOGIES,7/28/99,88,2.272727273,3.409090909,0,3.409090909,LBRT
NATIONAL MEDICAL HEALTH CARD SYSTEMS INC,7/28/99,167,2.994011976,4.790419162,0,0.598802395,NMHC
PACKETEER INC,7/28/99,164,1.829268293,3.048780488,0.609756098,3.048780488,PKTR
QUOKKA SPORTS INC,7/28/99,346,0.289017341,2.023121387,0.578034682,1.445086705,QKKA
CREO INC,7/29/99,94,2.127659574,5.319148936,1.063829787,1.063829787,CREO
LENNOX INTERNATIONAL INC,7/29/99,152,2.631578947,3.289473684,0,4.605263158,LII
PERFICIENT INC,7/29/99,325,0.923076923,3.076923077,0.615384615,1.846153846,PRF
BIOPURE CORP,7/30/99,109,0,4.587155963,0,0.917431193,BPUR
DIGEX INC/DE,7/30/99,218,0.917431193,3.211009174,0,2.293577982,DIGX
MIIX GROUP INC,7/30/99,92,1.086956522,0,1.086956522,0,MHU
NETIQ CORP,7/30/99,165,1.212121212,7.272727273,0.606060606,0.606060606,NTIQ
WATCHGUARD TECHNOLOGIES INC,7/30/99,188,1.063829787,7.446808511,0.531914894,3.191489362,WGRD
ACCRUE SOFTWARE INC,8/2/99,120,1.666666667,3.333333333,0.833333333,4.166666667,ACRU
AIRONET WIRELESS COMMUNICATIONS INC,8/2/99,118,0,11.01694915,0,5.084745763,AIRO
N2H2 INC,8/2/99,182,1.098901099,2.197802198,1.098901099,2.747252747,NTWO
BIGSTAR ENTERTAINMENT INC,8/3/99,123,0.81300813,1.62601626,0,0,BGST
VIRNETX HOLDING CORP,8/3/99,305,0.983606557,4.262295082,0.655737705,2.295081967,PASW
"LIFE QUOTES, INC.",8/3/99,221,1.357466063,5.882352941,0,2.262443439,QUOT
FAIRCHILD SEMICONDUCTOR INTERNATIONAL INC,8/4/99,317,0.94637224,4.100946372,0,1.261829653,FCS
1 800 FLOWERS COM INC,8/4/99,216,1.388888889,2.777777778,0.462962963,1.388888889,FLWS
SPLITROCK SERVICES INC,8/4/99,187,1.604278075,2.673796791,0.534759358,1.604278075,SPLT
COBALT GROUP INC,8/5/99,189,1.587301587,6.349206349,0.529100529,1.587301587,CBLT
ACTUA CORP,8/5/99,162,3.086419753,1.234567901,0.617283951,1.851851852,ICGE
INTERACTIVE PICTURES CORP,8/5/99,85,2.352941176,4.705882353,1.176470588,2.352941176,IPIX
MISSION CRITICAL SOFTWARE INC,8/5/99,112,1.785714286,1.785714286,1.785714286,2.678571429,MCSW
PIVOTAL CORP,8/5/99,144,1.388888889,2.083333333,2.777777778,3.472222222,PVTL
DATALINK CORP,8/6/99,245,0.408163265,2.857142857,1.224489796,1.632653061,DTLK
MOVE INC,8/6/99,139,1.438848921,1.438848921,0,1.438848921,HOMS
TUMBLEWEED COMMUNICATIONS CORP,8/6/99,108,0.925925926,0.925925926,0.925925926,0.925925926,TMWD
BLOCKBUSTER INC,8/11/99,148,1.351351351,5.405405405,0,0.675675676,BBI
RED HAT INC,8/11/99,104,0.961538462,2.884615385,0,2.884615385,RHAT
U S INTERACTIVE INC/PA,8/11/99,144,1.388888889,3.472222222,0,2.083333333,USIT
MDCM HOLDINGS INC,8/12/99,175,0,4,1.142857143,0.571428571,MDCM
NETSCOUT SYSTEMS INC,8/12/99,119,1.680672269,4.201680672,0.840336134,1.680672269,NTCT
ACTIVE SOFTWARE INC,8/13/99,188,1.063829787,2.659574468,2.127659574,1.063829787,ASWX
IXNET INC,8/13/99,162,1.234567901,2.469135802,0,1.234567901,EXNT
QUEST SOFTWARE INC,8/13/99,194,2.06185567,5.670103093,0.515463918,1.546391753,QSFT
U S AGGREGATES INC,8/16/99,205,0,6.829268293,0,1.951219512,AGA
SILVERSTREAM SOFTWARE INC,8/17/99,136,1.470588235,2.941176471,1.470588235,5.147058824,SSSW
ERECORD MANAGEMENT INC (NV),8/17/99,619,0,1.777059774,0.807754443,2.100161551,
NOVAMED INC,8/18/99,281,1.423487544,3.558718861,0.355871886,0.355871886,NOVA
HEADHUNTER NET INC,8/19/99,171,0,2.923976608,0.584795322,2.923976608,HHNT
NETRO CORP,8/19/99,57,0,3.50877193,1.754385965,1.754385965,NTRO
WINK COMMUNICATIONS INC,8/19/99,136,1.470588235,2.941176471,1.470588235,1.470588235,WINK
AGILE SOFTWARE CORP,8/20/99,104,1.923076923,4.807692308,0,2.884615385,AGIL
LABRANCHE & CO INC,8/20/99,132,1.515151515,3.787878788,3.03030303,0,LAB
LIONBRIDGE TECHNOLOGIES INC /DE/,8/20/99,222,0.900900901,2.252252252,0.45045045,0.45045045,LIOX
LOOKSMART LTD,8/20/99,88,2.272727273,4.545454545,0,4.545454545,LOOK
MYPOINTS COM INC,8/20/99,220,1.363636364,1.818181818,0.454545455,4.090909091,MYPT
ROME BANCORP INC,8/20/99,242,0.826446281,2.892561983,0,0,
EVERTRUST FINANCIAL GROUP INC,8/24/99,670,0.149253731,2.686567164,0,0.298507463,EVRT
IPIX CORP,8/26/99,102,0.980392157,1.960784314,0,1.960784314,BAMB
IMAGEX COM INC,8/26/99,259,2.702702703,5.019305019,0.386100386,2.316602317,IMGX
JADE FINANCIAL CORP,8/31/99,509,0.196463654,3.73280943,0,0.982318271,IGAF
PRO AFTER INC,9/14/99,147,2.040816327,3.401360544,0.680272109,2.721088435,PPRO
GARDEN COM INC,9/16/99,104,2.884615385,2.884615385,0.961538462,1.923076923,GDEN
LEISURE TIME CASINOS & RESORTS INC,9/16/99,141,1.418439716,2.836879433,0.709219858,0,LTCR
LUMINANT WORLDWIDE CORP,9/16/99,222,3.153153153,3.603603604,0,0,LUMT
VITRIA TECHNOLOGY INC,9/17/99,212,0.943396226,1.886792453,2.358490566,4.245283019,VITR
BROADBASE SOFTWARE INC,9/22/99,106,0.943396226,3.773584906,0,0,BBSW
E PIPHANY INC,9/22/99,82,1.219512195,4.87804878,1.219512195,1.219512195,EPNY
SWK HOLDINGS CORP,9/22/99,180,1.111111111,1.111111111,0.555555556,1.666666667,KANA
ASHFORD COM INC,9/23/99,98,1.020408163,5.102040816,2.040816327,3.06122449,ASFD
CYBERGOLD INC,9/23/99,93,2.150537634,3.225806452,0,4.301075269,CGLD
EGAIN CORP,9/23/99,158,1.265822785,1.898734177,1.265822785,3.797468354,EGAN
HI Q WASON INC,9/23/99,71,2.816901408,2.816901408,0,1.408450704,HIQW
INTERACTIVE INTELLIGENCE INC,9/23/99,138,0.724637681,7.246376812,0,0,ININ
JORE CORP,9/23/99,143,1.398601399,4.895104895,0.699300699,2.797202797,JORE
RAMPART CAPITAL CORP,9/23/99,133,2.255639098,9.022556391,0.751879699,1.503759398,RAC
YESMAIL COM INC,9/23/99,76,0,2.631578947,1.315789474,0,YESM
ALTEON WEBSYSTEMS INC,9/24/99,87,1.149425287,1.149425287,0,2.298850575,ATON
BLUESTONE SOFTWARE INC,9/24/99,63,0,3.174603175,0,1.587301587,BLSW
INTERSPEED INC,9/24/99,112,0.892857143,3.571428571,0.892857143,2.678571429,ISPD
NETZERO INC,9/24/99,205,1.951219512,2.43902439,0.487804878,2.43902439,NZRO
PROMOTIONS COM INC,9/27/99,138,2.898550725,0.724637681,0,1.449275362,IWIN
FOUNDRY NETWORKS LLC,9/28/99,123,1.62601626,2.43902439,1.62601626,3.25203252,FDRY
APTIMUS INC,9/28/99,93,2.150537634,2.150537634,0,2.150537634,FSHP
ITXC CORP,9/28/99,239,0.418410042,2.510460251,0,2.092050209,ITXC
KEYNOTE SYSTEMS INC,9/28/99,97,2.06185567,2.06185567,1.030927835,2.06185567,KEYN
MEDSCAPE INC,9/28/99,148,2.027027027,2.027027027,0.675675676,0.675675676,MSCP
FTD COM INC,9/29/99,102,1.960784314,4.901960784,0,1.960784314,EFTD
INTERNAP CORP,9/29/99,149,1.342281879,1.342281879,0,3.355704698,INAP
NETSOLVE INC,9/29/99,147,1.360544218,2.721088435,0,0,NTSL
AIRGATE PCS INC /DE/,9/29/99,156,0,3.846153846,0,1.282051282,PCSA
NETWORK COMMERCE INC,9/29/99,289,0.692041522,4.498269896,0.346020761,0.692041522,SPNW
SPINNAKER EXPLORATION CO,9/29/99,116,0,2.586206897,2.586206897,2.586206897,SPNX
TELEMATE NET SOFTWARE INC,9/29/99,164,1.219512195,6.097560976,0,1.219512195,TMNT
ACME COMMUNICATIONS INC,9/30/99,121,3.305785124,9.090909091,0,2.479338843,ACME
LOISLAW COM INC,9/30/99,209,1.435406699,4.784688995,0,0.956937799,LOIS
ENVISION DEVELOPMENT CORP /FL/,9/30/99,155,1.935483871,4.516129032,0,1.290322581,PF
TIVO SOLUTIONS INC.,9/30/99,153,0.653594771,1.307189542,1.307189542,1.960784314,TIVO
