Name,Filing Date,Word Length,c1,c2,c3,c4
RED HAT INC,8/11/99,104,0.961538462,2.884615385,0,2.884615385
MDCM HOLDINGS INC,8/12/99,175,0,4,1.142857143,0.571428571
NETSCOUT SYSTEMS INC,8/12/99,119,1.680672269,4.201680672,0.840336134,1.680672269
IXNET INC,8/13/99,162,1.234567901,2.469135802,0,1.234567901
U S AGGREGATES INC,8/16/99,205,0,6.829268293,0,1.951219512
ACTIVE SOFTWARE INC,8/13/99,188,1.063829787,2.659574468,2.127659574,1.063829787
QUEST SOFTWARE INC,8/13/99,194,2.06185567,5.670103093,0.515463918,1.546391753
SILVERSTREAM SOFTWARE INC,8/17/99,136,1.470588235,2.941176471,1.470588235,5.147058824
NOVAMED INC,8/18/99,281,1.423487544,3.558718861,0.355871886,0.355871886
HEADHUNTER NET INC,8/19/99,171,0,2.923976608,0.584795322,2.923976608
WINK COMMUNICATIONS INC,8/19/99,136,1.470588235,2.941176471,1.470588235,1.470588235
NETRO CORP,8/19/99,57,0,3.50877193,1.754385965,1.754385965
MYPOINTS COM INC,8/20/99,220,1.363636364,1.818181818,0.454545455,4.090909091
LABRANCHE & CO INC,8/20/99,132,1.515151515,3.787878788,3.03030303,0
LOOKSMART LTD,8/20/99,88,2.272727273,4.545454545,0,4.545454545
LIONBRIDGE TECHNOLOGIES INC /DE/,8/20/99,222,0.900900901,2.252252252,0.45045045,0.45045045
AGILE SOFTWARE CORP,8/20/99,104,1.923076923,4.807692308,0,2.884615385
IMAGEX COM INC,8/26/99,259,2.702702703,5.019305019,0.386100386,2.316602317
IPIX CORP,8/26/99,102,0.980392157,1.960784314,0,1.960784314
YANKEE CANDLE CO INC,7/1/99,181,0,2.209944751,0,1.104972376
CLARENT CORP/DE,7/1/99,174,1.149425287,1.724137931,2.873563218,5.172413793
COMMERCE ONE INC,7/2/99,71,2.816901408,4.225352113,0,4.225352113
ASK JEEVES INC,7/1/99,111,1.801801802,3.603603604,0.900900901,4.504504505
PRIMUS KNOWLEDGE SOLUTIONS INC,7/1/99,136,1.470588235,5.147058824,1.470588235,2.941176471
"SALEM MEDIA GROUP, INC. /DE/",7/1/99,147,2.721088435,4.081632653,0,2.040816327
SUN COMMUNITY BANCORP LTD,7/2/99,229,0,2.183406114,1.310043668,0.436681223
FPB FINANCIAL CORP,5/21/99,654,0,3.058103976,0,1.529051988
GEORGE FOREMAN ENTERPRISES INC,7/7/99,176,0.568181818,2.840909091,0,1.136363636
ALASKA PACIFIC BANCSHARES INC,5/24/99,237,0,2.953586498,0,2.109704641
INTERLIANT INC,7/8/99,141,3.546099291,4.964539007,0,1.418439716
FIRST DEPOSIT BANCSHARES INC,5/28/99,622,0.482315113,3.697749196,0,1.768488746
ENCORE CAPITAL GROUP INC,7/9/99,159,0,7.547169811,0,4.402515723
LQ CORP INC,7/9/99,65,0,4.615384615,1.538461538,1.538461538
STEELTON BANCORP INC,5/28/99,289,0,5.53633218,0,2.076124567
CYREN LTD.,7/13/99,160,1.25,2.5,1.25,4.375
HUDSON CITY BANCORP INC,5/21/99,333,1.201201201,2.402402402,0.3003003,0.3003003
INDIAN VILLAGE BANCORP INC,5/28/99,535,0.186915888,3.551401869,0,1.121495327
SUNCOAST BANCORP INC,7/2/99,384,0,5.46875,0.260416667,2.34375
KEITH COMPANIES INC,7/14/99,165,1.212121212,3.03030303,0,0.606060606
TIBCO SOFTWARE INC,7/14/99,140,0.714285714,4.285714286,0.714285714,2.142857143
OSWEGO COUNTY BANCORP INC,6/4/99,520,0.384615385,2.307692308,0,1.153846154
PROVANTAGE HEALTH SERVICES INC,7/15/99,83,1.204819277,3.614457831,0,1.204819277
NIC INC,7/19/99,157,1.910828025,1.910828025,0.636942675,0.636942675
EFFICIENT NETWORKS INC,7/15/99,74,1.351351351,4.054054054,0,1.351351351
PARADYNE NETWORKS INC,7/16/99,159,2.51572327,3.144654088,0.628930818,3.144654088
"ITA HOLDINGS, INC.",7/19/99,138,1.449275362,2.898550725,1.449275362,2.173913043
AUDIBLE INC,7/16/99,115,1.739130435,1.739130435,0,2.608695652
GADZOOX NETWORKS INC,7/20/99,82,3.658536585,2.43902439,1.219512195,4.87804878
BE INC,7/20/99,94,0,3.191489362,1.063829787,2.127659574
GENENTECH INC,7/20/99,148,0,0,0,9.459459459
ENGAGE INC,7/20/99,90,2.222222222,3.333333333,0,2.222222222
"LIVEWORLD, INC.",7/20/99,110,0.909090909,3.636363636,0.909090909,4.545454545
MP3 COM INC,7/21/99,171,1.169590643,1.754385965,1.169590643,3.50877193
VOYAGER NET INC,7/21/99,202,0.99009901,4.455445545,1.485148515,1.485148515
INSIGHT COMMUNICATIONS CO INC,7/21/99,250,5.2,2.4,0.4,4
HOOVERS INC,7/21/99,116,1.724137931,0.862068966,0.862068966,1.724137931
ART TECHNOLOGY GROUP INC,7/21/99,218,2.293577982,4.128440367,1.834862385,2.752293578
"INFOSMART GROUP, INC.",5/26/99,179,0,2.234636872,0.558659218,2.793296089
SCIENTIFIC LEARNING CORP,7/22/99,67,0,4.47761194,0,2.985074627
TROY GROUP INC,7/22/99,186,3.225806452,5.376344086,0,0.537634409
VERSATEL TELECOM INTERNATIONAL N V,7/27/99,282,1.418439716,2.836879433,0,2.127659574
TANNING TECHNOLOGY CORP,7/23/99,130,1.538461538,3.076923077,0,0.769230769
ALLSCRIPTS INC /IL,7/26/99,136,2.941176471,2.205882353,0,0
"J2 GLOBAL, INC.",7/23/99,199,0,4.020100503,0,3.015075377
"PRISM TECHNOLOGIES GROUP, INC.",7/23/99,86,2.325581395,3.488372093,0,2.325581395
BIOMARIN PHARMACEUTICAL INC,7/26/99,204,0.490196078,0.980392157,0.490196078,4.901960784
NEXPRISE INC,7/28/99,127,1.57480315,3.937007874,0.787401575,1.57480315
NATIONAL MEDICAL HEALTH CARD SYSTEMS INC,7/28/99,167,2.994011976,4.790419162,0,0.598802395
PACKETEER INC,7/28/99,164,1.829268293,3.048780488,0.609756098,3.048780488
LIBERATE TECHNOLOGIES,7/28/99,88,2.272727273,3.409090909,0,3.409090909
QUOKKA SPORTS INC,7/28/99,346,0.289017341,2.023121387,0.578034682,1.445086705
FOCAL COMMUNICATIONS CORP,7/28/99,90,1.111111111,2.222222222,0,2.222222222
DRUGSTORE COM INC,7/28/99,119,0.840336134,3.361344538,0.840336134,0.840336134
CREO INC,7/29/99,94,2.127659574,5.319148936,1.063829787,1.063829787
CARDINAL AIRLINES INC,7/28/99,484,0.20661157,1.446280992,0,1.652892562
PERFICIENT INC,7/29/99,325,0.923076923,3.076923077,0.615384615,1.846153846
LENNOX INTERNATIONAL INC,7/29/99,152,2.631578947,3.289473684,0,4.605263158
NCRIC GROUP INC,5/18/99,392,1.020408163,6.12244898,0,0.510204082
WATCHGUARD TECHNOLOGIES INC,7/30/99,188,1.063829787,7.446808511,0.531914894,3.191489362
VIRNETX HOLDING CORP,8/3/99,305,0.983606557,4.262295082,0.655737705,2.295081967
N2H2 INC,8/2/99,182,1.098901099,2.197802198,1.098901099,2.747252747
NETIQ CORP,7/30/99,165,1.212121212,7.272727273,0.606060606,0.606060606
MIIX GROUP INC,7/30/99,92,1.086956522,0,1.086956522,0
DIGEX INC/DE,7/30/99,218,0.917431193,3.211009174,0,2.293577982
BIOPURE CORP,7/30/99,109,0,4.587155963,0,0.917431193
AIRONET WIRELESS COMMUNICATIONS INC,8/2/99,118,0,11.01694915,0,5.084745763
ACCRUE SOFTWARE INC,8/2/99,120,1.666666667,3.333333333,0.833333333,4.166666667
ONI SYSTEMS CORP,6/1/00,143,2.097902098,2.797202797,0.699300699,2.797202797
CROSSWORLDS SOFTWARE INC,6/2/00,93,1.075268817,3.225806452,1.075268817,4.301075269
EXULT INC,6/2/00,300,4.666666667,1.666666667,0.666666667,2.666666667
GRANITE CITY FOOD & BREWERY LTD.,6/6/00,301,0.332225914,1.993355482,0,3.986710963
UBIQUITEL INC,6/8/00,383,0.261096606,5.221932115,0,2.349869452
VISTEON CORP,6/14/00,6,0,0,0,0
FIRST NATIONAL BANCSHARES INC /SC/,11/12/99,56,0,3.571428571,0,0
COMMUNITY HEALTH SYSTEMS INC,6/9/00,149,4.697986577,13.42281879,0,6.711409396
"TELZUIT MEDICAL TECHNOLOGIES, INC.",6/15/00,92,0,2.173913043,0,0
INTUITIVE SURGICAL INC,6/14/00,183,1.092896175,1.092896175,2.18579235,2.732240437
AUGUST TECHNOLOGY CORP,6/14/00,113,1.769911504,5.309734513,0.884955752,1.769911504
REDIFF COM INDIA LTD,6/15/00,265,1.132075472,2.264150943,0.754716981,0
OSCA INC,6/15/00,117,0,5.982905983,0,3.418803419
BAY NATIONAL CORP,11/19/99,225,0.444444444,4.444444444,0,1.333333333
SILVERLINE TECHNOLOGIES LTD,6/20/00,266,1.127819549,1.127819549,0,0.751879699
ECHAPMAN INC,6/15/00,182,0,3.296703297,0.549450549,0.549450549
HANDSPRING INC,6/21/00,120,1.666666667,3.333333333,0,0.833333333
CEPHEID,6/22/00,120,1.666666667,2.5,1.666666667,5
CLICKSOFTWARE TECHNOLOGIES LTD,6/23/00,193,1.554404145,2.07253886,1.03626943,1.554404145
MANUFACTURERS SERVICES LTD,6/23/00,212,0.471698113,4.716981132,0,4.245283019
QUALSTAR CORP,6/23/00,148,1.351351351,2.027027027,2.702702703,2.027027027
CHARLES RIVER LABORATORIES INTERNATIONAL INC,6/26/00,242,0.41322314,6.611570248,0,3.305785124
OCCAM NETWORKS INC/DE,6/23/00,132,0.757575758,2.272727273,1.515151515,0.757575758
CLICK COMMERCE INC,6/27/00,130,1.538461538,3.846153846,0.769230769,1.538461538
MARVELL TECHNOLOGY GROUP LTD,6/27/00,111,0.900900901,2.702702703,0.900900901,0.900900901
EFUNDS CORP,6/27/00,96,2.083333333,3.125,1.041666667,2.083333333
STRATOS INTERNATIONAL INC,6/27/00,184,1.630434783,4.347826087,0.543478261,0.543478261
GENUITY INC,6/28/00,105,1.904761905,2.857142857,0,4.761904762
CAPSTONE TURBINE CORP,6/29/00,118,1.694915254,2.542372881,0,2.542372881
ACCORD NETWORKS LTD,6/29/00,137,0,3.649635036,0.729927007,1.459854015
CARESCIENCE INC,6/29/00,210,0.952380952,1.428571429,1.904761905,3.333333333
VIRAGE INC,6/29/00,149,1.342281879,4.026845638,1.342281879,2.684563758
STORAGENETWORKS INC,6/30/00,201,0.995024876,2.487562189,0.497512438,4.47761194
ERECORD MANAGEMENT INC (NV),8/17/99,619,0,1.777059774,0.807754443,2.100161551
"IGO, INC.",6/30/00,320,0.9375,7.1875,0.3125,0.9375
EXFO INC.,6/30/00,274,1.459854015,8.02919708,0.729927007,2.189781022
"MONOGRAM BIOSCIENCES, INC.",5/2/00,100,0,2,2,3
"OTIX GLOBAL, INC.",5/2/00,120,3.333333333,6.666666667,0.833333333,4.166666667
CROWN MEDIA HOLDINGS INC,5/4/00,178,0,1.685393258,0,3.370786517
GENOMIC SOLUTIONS INC,5/5/00,160,2.5,1.875,2.5,4.375
"ICORIA, INC.",5/9/00,171,1.754385965,1.169590643,0.584795322,1.754385965
ORCHID CELLMARK INC,5/5/00,164,3.048780488,1.829268293,0,2.43902439
SEQUOIA SOFTWARE CORP,5/12/00,186,1.612903226,1.075268817,1.075268817,2.688172043
NEW FOCUS INC,5/18/00,144,2.083333333,4.861111111,0,4.166666667
NOGATECH INC,5/19/00,99,1.01010101,1.01010101,1.01010101,1.01010101
IBEAM BROADCASTING CORP,5/18/00,133,1.503759398,2.255639098,0,3.007518797
US UNWIRED INC,5/18/00,50,0,4,0,2
"PIXELWORKS, INC",5/19/00,92,1.086956522,3.260869565,0,0
COOLSAVINGS INC,5/22/00,153,0.653594771,2.614379085,0.653594771,1.960784314
INTEGRATED CIRCUIT SYSTEMS INC,5/24/00,246,0,8.536585366,0,4.471544715
UNIVERSAL COMPRESSION HOLDINGS INC,5/25/00,175,0,2.857142857,0,3.428571429
SONUS INC,5/25/00,117,1.709401709,3.418803419,0,4.273504274
SIRENZA MICRODEVICES INC,5/25/00,82,1.219512195,3.658536585,1.219512195,2.43902439
"NRG ENERGY, INC.",5/31/00,106,2.830188679,4.716981132,0,5.660377358
"SCIELE PHARMA, INC.",6/1/00,204,3.431372549,6.37254902,0,4.901960784
CABOT MICROELECTRONICS CORP,4/5/00,66,0,3.03030303,0,0
VYYO INC,4/6/00,107,0.934579439,0.934579439,2.803738318,0.934579439
"ULTICOM, INC",4/5/00,122,1.639344262,9.836065574,0.819672131,0
ORATEC INTERVENTIONS INC,4/5/00,159,1.257861635,3.773584906,0.628930818,2.51572327
METLIFE INC,4/6/00,245,0.408163265,2.448979592,0,0
EAGLE BANCORP/MT,2/23/00,234,0.854700855,5.555555556,0.427350427,0.427350427
KRISPY KREME DOUGHNUTS INC,4/6/00,273,0,5.860805861,0,1.465201465
I3 MOBILE INC,4/6/00,110,1.818181818,3.636363636,0,1.818181818
TANOX INC,4/10/00,127,0.787401575,2.362204724,1.57480315,3.149606299
SABA SOFTWARE INC,4/7/00,122,2.459016393,4.098360656,0.819672131,4.918032787
LIVEPERSON INC,4/7/00,151,1.324503311,1.324503311,0.662251656,1.324503311
"LEXICON PHARMACEUTICALS, INC.",4/7/00,160,1.25,3.125,0,3.75
NUMERICAL TECHNOLOGIES INC,4/7/00,116,1.724137931,3.448275862,0,0.862068966
ARTEMIS INTERNATIONAL SOLUTIONS CORP,4/7/00,532,0.751879699,3.571428571,0.563909774,0.939849624
"PURPLE COMMUNICATIONS, INC.",4/7/00,147,3.401360544,2.721088435,0,1.360544218
HEALTHSTREAM INC,4/11/00,190,2.105263158,3.684210526,0,0.526315789
"EXELIXIS, INC.",4/11/00,153,1.307189542,2.614379085,0.653594771,2.614379085
DDI CORP,4/12/00,395,0.506329114,3.544303797,0,1.265822785
PORT FINANCIAL CORP,2/22/00,248,0.806451613,2.016129032,0,0.403225806
CORILLIAN CORP,4/12/00,240,0.833333333,2.083333333,0.833333333,1.25
NUANCE COMMUNICATIONS,4/13/00,195,0.512820513,2.564102564,1.538461538,3.58974359
FIRST FEDERAL OF OLATHE BANCORP INC,2/28/00,634,0.157728707,3.470031546,0,0.94637224
EMBARCADERO TECHNOLOGIES INC,4/20/00,183,2.18579235,2.18579235,1.092896175,2.18579235
360NETWORKS INC,4/21/00,280,1.071428571,4.642857143,0,1.785714286
PEC SOLUTIONS INC,4/21/00,101,0.99009901,2.97029703,0.99009901,0
PACKARD BIOSCIENCE CO,4/20/00,156,1.923076923,3.205128205,0.641025641,5.769230769
ROCKFORD CORP,4/20/00,198,1.01010101,2.525252525,0,4.545454545
STRATUS SERVICES GROUP INC,4/26/00,185,1.621621622,5.405405405,0.540540541,0.540540541
METAWAVE COMMUNICATIONS CORP,4/27/00,103,0.970873786,1.941747573,0.970873786,3.883495146
PRAECIS PHARMACEUTICALS INC,4/27/00,139,0.71942446,2.877697842,0.71942446,2.877697842
SEEBEYOND TECHNOLOGY CORP,4/28/00,158,1.265822785,3.164556962,1.898734177,3.164556962
ON SEMICONDUCTOR CORP,5/1/00,165,0,3.03030303,0,3.03030303
MATRIXONE INC,3/1/00,128,1.5625,2.34375,0.78125,2.34375
ONVIA INC,3/1/00,82,2.43902439,4.87804878,1.219512195,0
PALM INC,3/2/00,106,0.943396226,3.773584906,0.943396226,0.943396226
CONNECTICUT BANCSHARES INC/DE,1/27/00,564,0.886524823,4.078014184,0,0.531914894
SWITCHBOARD INC,3/2/00,76,0,2.631578947,1.315789474,0
VERSATA INC,3/3/00,192,0.520833333,1.5625,0,3.125
UTSTARCOM HOLDINGS CORP.,3/3/00,144,1.388888889,1.388888889,1.388888889,2.083333333
REGISTER COM INC,3/3/00,163,2.45398773,3.680981595,0.613496933,3.680981595
PRIME RESPONSE INC/DE,3/3/00,255,3.137254902,2.352941176,0.392156863,1.568627451
IFCO SYSTEMS NV,3/6/00,453,0.220750552,5.077262693,0,1.103752759
NET2000 COMMUNICATIONS INC,5/15/00,132,2.272727273,0.757575758,0,2.272727273
VERADO HOLDINGS INC,3/8/00,117,0.854700855,3.418803419,0,3.418803419
IPRINT TECHNOLOGIES INC,3/8/00,163,1.840490798,3.067484663,0.613496933,3.067484663
ORAPHARMA INC,3/9/00,191,1.047120419,1.570680628,0.523560209,4.188481675
"DETERMINE, INC.",3/10/00,136,1.470588235,2.941176471,1.470588235,2.205882353
OTG SOFTWARE INC,3/10/00,239,0.836820084,5.020920502,0,1.255230126
HOMEGROCER COM INC,3/10/00,118,0,4.237288136,0.847457627,1.694915254
DIGITAS INC,3/14/00,260,1.538461538,8.076923077,0.384615385,4.230769231
"COSTAR TECHNOLOGIES, INC.",3/14/00,110,0,2.727272727,0.909090909,1.818181818
RADVISION LTD,3/14/00,135,2.962962963,3.703703704,1.481481481,0
LENCO MOBILE INC.,3/20/00,222,0,3.153153153,0,1.801801802
LOUDEYE CORP,3/15/00,150,0.666666667,2,0.666666667,2
ACTIVCARD SA,3/16/00,101,5.940594059,1.98019802,0,2.97029703
IMPROVENET INC,3/16/00,133,1.503759398,0.751879699,0.751879699,3.007518797
UPROAR INC,3/17/00,151,1.324503311,0.662251656,1.986754967,4.635761589
UAGH INC,3/17/00,81,1.234567901,3.703703704,0,2.469135802
TIPPINGPOINT TECHNOLOGIES INC,3/17/00,137,0,2.189781022,0.729927007,0.729927007
INTEGRATED INFORMATION SYSTEMS INC,3/17/00,186,2.150537634,2.150537634,0,1.075268817
ACLARA BIOSCIENCES INC,3/21/00,101,1.98019802,2.97029703,1.98019802,0.99009901
SCO GROUP INC,3/21/00,103,1.941747573,1.941747573,0,1.941747573
IGN ENTERTAINMENT INC,3/21/00,115,2.608695652,3.47826087,0,5.217391304
PARTSBASE  INC,3/22/00,146,2.054794521,2.739726027,1.369863014,1.369863014
INSILICON CORP,3/22/00,152,1.973684211,3.947368421,1.315789474,1.315789474
BLAZE SOFTWARE INC,3/23/00,76,1.315789474,1.315789474,1.315789474,1.315789474
VIASYSTEMS GROUP INC,3/24/00,268,2.611940299,4.47761194,0,4.47761194
SILICON LABORATORIES INC.,3/24/00,130,1.538461538,2.307692308,1.538461538,2.307692308
INTERMUNE INC,3/27/00,206,1.45631068,3.398058252,0.485436893,3.398058252
DIGITAL LIGHTHOUSE CORP,3/24/00,166,1.204819277,2.409638554,0.602409639,4.819277108
EPRISE CORP,3/24/00,133,0.751879699,2.255639098,0.751879699,2.255639098
EMACHINES INC /DE/,3/24/00,147,1.360544218,3.401360544,0.680272109,2.040816327
"ARDEA BIOSCIENCES, INC./DE",3/28/00,127,2.362204724,3.937007874,1.57480315,2.362204724
ICICI BANK LTD,3/29/00,58,0,0,1.724137931,0
COMPLETEL EUROPE NV,3/27/00,137,0,2.189781022,0,1.459854015
ALLOS THERAPEUTICS INC,3/28/00,171,1.169590643,4.093567251,1.169590643,2.923976608
MOLDFLOW CORP,3/28/00,70,2.857142857,4.285714286,0,1.428571429
WEBSENSE INC,3/28/00,138,1.449275362,2.898550725,0.724637681,2.898550725
NEW DRAGON ASIA CORP,3/30/00,359,0.278551532,4.456824513,0.278551532,0.278551532
DIRECTV BROADBAND INC,3/29/00,99,1.01010101,4.04040404,0,1.01010101
PEOPLES COMMUNITY BANCORP INC /MD/,2/18/00,160,0,6.875,0,3.75
LUMINEX CORP,3/31/00,142,1.408450704,2.112676056,1.408450704,4.225352113
"CONVERSANT, INC.",3/31/00,127,1.57480315,2.362204724,0,1.57480315
IMAGEWARE SYSTEMS INC,4/3/00,408,0.735294118,4.166666667,0.980392157,2.205882353
ARROWPOINT COMMUNICATIONS INC,3/31/00,187,1.604278075,2.139037433,0.534759358,1.604278075
IMPSAT FIBER NETWORKS INC,2/1/00,61,1.639344262,3.278688525,0,1.639344262
SKILLSOFT CORP,2/1/00,133,0.751879699,1.503759398,1.503759398,4.511278195
QUANTUM EFFECT DEVICES INC,2/2/00,134,2.23880597,3.731343284,1.492537313,2.23880597
TURNSTONE SYSTEMS INC,2/1/00,112,2.678571429,4.464285714,0,2.678571429
SEQUENOM INC,2/1/00,311,0.964630225,7.073954984,0.643086817,2.572347267
PROXIM WIRELESS CORP,2/2/00,107,1.869158879,0.934579439,1.869158879,0.934579439
ALAMOSA DELAWARE INC,2/4/00,223,1.34529148,3.139013453,0,3.139013453
CENTRA SOFTWARE INC,2/3/00,189,2.116402116,3.703703704,0.529100529,2.645502646
THERMA WAVE INC,2/8/00,197,0,4.568527919,0,0
"WQN, INC.",2/4/00,298,0,4.697986577,0.33557047,3.020134228
MEDIACOM COMMUNICATIONS CORP,2/4/00,98,1.020408163,8.163265306,0,7.142857143
FIREPOND INC,2/4/00,132,0,6.060606061,0,0
"INVENTERGY GLOBAL, INC.",2/7/00,113,0.884955752,4.424778761,0,1.769911504
EMERGE INTERACTIVE INC,2/4/00,333,0.600600601,4.804804805,0.900900901,0.600600601
DOBSON COMMUNICATIONS CORP,2/7/00,201,1.990049751,3.482587065,0.497512438,0.497512438
AVANEX CORP,2/4/00,82,1.219512195,3.658536585,1.219512195,1.219512195
AGENUS INC,2/4/00,104,1.923076923,2.884615385,0,0.961538462
BUY COM INC,2/8/00,268,1.119402985,2.23880597,1.119402985,2.985074627
FN ESTATE INC,2/8/00,263,0.760456274,2.661596958,1.520912548,2.661596958
VICINITY CORP,2/9/00,224,0.892857143,2.232142857,1.339285714,3.571428571
DELANO TECHNOLOGY CORP,2/10/00,155,1.290322581,2.580645161,2.580645161,5.161290323
LANDACORP INC,2/9/00,85,1.176470588,3.529411765,1.176470588,2.352941176
CYPRESS COMMUNICATIONS INC,2/11/00,106,0.943396226,3.773584906,0,1.886792453
LIGHTSPAN INC,2/10/00,130,0.769230769,1.538461538,0,3.076923077
ORGANIC INC,2/10/00,183,0.546448087,3.278688525,0,2.732240437
"ACCESS PLANS USA, INC.",2/14/00,186,0,3.76344086,0,1.612903226
QUOVADX INC,2/10/00,154,0.649350649,1.298701299,0.649350649,4.545454545
WITNESS SYSTEMS INC,2/10/00,185,1.081081081,7.567567568,1.081081081,3.243243243
VIA NET WORKS INC,2/14/00,152,4.605263158,4.605263158,0.657894737,1.315789474
WEBMETHODS INC,2/11/00,157,0.636942675,3.184713376,1.27388535,0
FLAG TELECOM GROUP LTD,2/15/00,345,0,3.188405797,0,4.637681159
FARGO ELECTRONICS INC,2/11/00,221,0.452488688,4.524886878,0,1.357466063
LANTE CORP,2/11/00,89,1.123595506,4.494382022,1.123595506,1.123595506
IPET HOLDINGS INC,2/11/00,163,1.226993865,3.680981595,1.226993865,5.521472393
BEASLEY BROADCAST GROUP INC,2/14/00,174,1.149425287,4.597701149,0,3.448275862
VERENIUM CORP,2/15/00,66,3.03030303,4.545454545,1.515151515,1.515151515
CHORDIANT SOFTWARE INC,2/15/00,166,0,1.807228916,0.602409639,1.807228916
"ERBA DIAGNOSTICS, INC.",2/16/00,349,0.286532951,4.297994269,0,1.719197708
JEREMYS MICROBATCH ICE CREAMS INC,2/17/00,441,0,5.66893424,0,0.680272109
VARSITY GROUP INC,2/15/00,193,1.03626943,3.10880829,0,2.07253886
VANTAGEMED CORP,2/15/00,279,7.168458781,3.225806452,0.358422939,0.358422939
"SAVVIS, INC.",2/15/00,157,1.910828025,6.369426752,0,1.27388535
STARDRIVE SOLUTIONS INC,2/15/00,183,1.092896175,2.18579235,0.546448087,3.278688525
LENDINGTREE INC,2/16/00,166,1.204819277,3.614457831,0.602409639,0.602409639
APROPOS TECHNOLOGY INC,2/17/00,239,0,4.184100418,0.418410042,2.510460251
CHOICE ONE COMMUNICATIONS INC,2/17/00,120,4.166666667,5.833333333,0.833333333,4.166666667
ELOQUENT INC,2/17/00,191,1.047120419,4.712041885,0.523560209,2.617801047
INFORTE CORP,2/18/00,169,1.183431953,2.366863905,0.591715976,0.591715976
WESTBOROUGH FINANCIAL SERVICES INC,11/18/99,93,2.150537634,4.301075269,0,5.376344086
EZ AUCTIONS & SHIPPING INC,2/28/00,383,1.044386423,4.177545692,0.261096606,0.522193211
NEXTEL PARTNERS INC,2/23/00,82,1.219512195,4.87804878,0,2.43902439
CARRIER1 INTERNATIONAL S A,2/24/00,80,0,5,0,3.75
INTERSIL CORP/DE,2/28/00,322,1.242236025,1.552795031,0,1.242236025
DIGITALTHINK INC,2/25/00,123,1.62601626,2.43902439,0.81300813,1.62601626
HOTELS COM,2/28/00,89,2.247191011,3.370786517,0,2.247191011
NET GENESIS CORP,2/29/00,144,2.777777778,2.083333333,0.694444444,0.694444444
NIKU CORP,2/29/00,143,2.097902098,2.097902098,1.398601399,2.097902098
AQUANTIVE INC,2/29/00,128,1.5625,2.34375,0,2.34375
SECURITY FINANCIAL BANCORP INC,11/17/99,214,0.934579439,2.336448598,0,0.934579439
TALISMAN ENTERPRISE INC,1/14/00,94,0,6.382978723,0,0
NEOFORMA INC,1/24/00,86,1.162790698,2.325581395,0,1.162790698
"TOWNSQUARE MEDIA, INC.",1/25/00,355,2.253521127,3.661971831,0,0.845070423
T/R SYSTEMS INC,1/26/00,115,0.869565217,3.47826087,0.869565217,1.739130435
HEALTHGATE DATA CORP,1/26/00,183,1.092896175,5.464480874,0.546448087,0.546448087
EXTENSITY INC,1/27/00,308,0.974025974,3.246753247,1.298701299,1.298701299
HANCOCK JOHN FINANCIAL SERVICES INC,1/27/00,301,0,0.996677741,0,0
724 SOLUTIONS INC,1/31/00,143,2.097902098,3.496503497,1.398601399,1.398601399
STATS CHIPPAC LTD.,1/28/00,215,1.860465116,7.441860465,0.930232558,1.860465116
PACKAGING CORP OF AMERICA,1/28/00,182,0,7.142857143,0,1.098901099
NATCO GROUP INC,2/1/00,135,2.962962963,3.703703704,0,5.925925926
L90 INC,1/28/00,125,0.8,2.4,0.8,1.6
INTERWAVE COMMUNICATIONS INTERNATIONAL LTD,1/31/00,145,0,2.75862069,1.379310345,2.75862069
CAMINUS CORP,1/28/00,230,2.608695652,6.52173913,0,0.434782609
ASPECT MEDICAL SYSTEMS INC,1/28/00,110,1.818181818,3.636363636,0,1.818181818
TARGA PIPELINE PARTNERS LP,1/31/00,263,1.140684411,2.281368821,2.281368821,0.380228137
HARVARD BIOSCIENCE INC,12/7/00,44,0,0,0,0
AMERICAN PHYSICIANS CAPITAL INC,11/1/00,291,1.030927835,2.06185567,0,0
STEWART W P & CO LTD,12/8/00,43,0,0,0,0
SPECIALTY LABORATORIES INC,12/8/00,142,1.408450704,5.633802817,1.408450704,3.521126761
GARMIN LTD,12/11/00,112,1.785714286,2.678571429,1.785714286,0.892857143
GENVEC INC,12/12/00,143,1.398601399,1.398601399,1.398601399,5.594405594
RESOURCES CONNECTION INC,12/15/00,210,1.428571429,3.333333333,0,1.428571429
BANK MUTUAL CORP,9/13/00,153,0.653594771,6.535947712,0,0
EVERGREEN SOLAR INC,11/2/00,154,1.298701299,1.298701299,1.298701299,2.597402597
"EPL OIL & GAS, INC.",11/2/00,240,1.25,3.333333333,0,2.5
UTI WORLDWIDE INC,11/3/00,335,2.686567164,6.268656716,0,1.492537313
OPTICAL COMMUNICATION PRODUCTS INC,11/3/00,1,0,0,0,0
TRANSMETA CORP,11/7/00,164,1.219512195,3.658536585,0.609756098,1.219512195
LUMINENT INC,11/13/00,111,0.900900901,1.801801802,0.900900901,0.900900901
"GEOPHARMA, INC.",11/14/00,446,0.896860987,3.587443946,0.224215247,4.484304933
COMPUTER ACCESS TECHNOLOGY CORP,11/13/00,117,0.854700855,1.709401709,0,5.128205128
AEROGEN INC,11/13/00,170,1.176470588,1.176470588,1.176470588,2.941176471
ADOLOR CORP,11/14/00,131,2.290076336,1.526717557,0.763358779,7.633587786
INSEEGO CORP.,11/16/00,160,1.25,1.875,1.875,1.875
BEACON POWER CORP,11/17/00,135,2.962962963,0.740740741,1.481481481,2.962962963
