begdat,begprc,permno,date,prc
1986-01-07,1986-01-07,10000.0,1986-01-07,2.5625
1986-01-09,1986-01-09,10001.0,1986-01-09,5.75
1986-01-10,1986-01-10,10002.0,1986-01-10,11.75
1986-01-14,1986-01-14,10003.0,1986-01-14,18.5
1986-01-15,1986-01-15,10004.0,1986-01-15,7.25
1986-01-15,1986-01-15,10005.0,1986-01-15,0.5
1925-12-31,1925-12-31,10006.0,1925-12-31,109.0
1986-01-16,1986-01-16,10007.0,1986-01-16,3.875
1986-01-16,1986-01-16,10008.0,1986-01-16,14.0625
1986-01-17,1986-01-17,10009.0,1986-01-17,13.75
1986-01-17,1986-01-17,10010.0,1986-01-17,2.125
1988-06-08,1988-06-08,10011.0,1988-06-08,5.875
1986-01-22,1986-01-22,10012.0,1986-01-22,2.5
1986-01-22,1986-01-22,10013.0,1986-01-22,0.9375
1926-01-04,1926-01-04,10014.0,1926-01-04,1.875
1983-09-20,1983-09-20,10015.0,1983-09-20,6.5625
1986-01-24,1986-01-24,10016.0,1986-01-24,37.25
1986-01-24,1986-01-24,10017.0,1986-01-24,21.875
1986-01-24,1986-01-24,10018.0,1986-01-24,4.1875
1986-01-24,1986-01-24,10019.0,1986-01-24,11.5625
1986-01-27,1986-01-27,10020.0,1986-01-27,29.0
1986-01-27,1986-01-27,10021.0,1986-01-27,3.625
1925-12-31,1925-12-31,10022.0,1925-12-31,56.0
1972-12-14,1972-12-14,10023.0,1972-12-14,5.875
1986-01-29,1986-01-29,10024.0,1986-01-29,2.5
1986-01-30,1986-01-30,10025.0,1986-01-30,12.625
1986-02-04,1986-02-04,10026.0,1986-02-04,17.625
1986-02-04,1986-02-04,10027.0,1986-02-04,11.0
1986-02-05,1986-02-05,10028.0,1986-02-05,1.125
1986-02-05,1986-02-05,10029.0,1986-02-05,10.75
1925-12-31,1925-12-31,10030.0,1925-12-31,150.0
1983-12-07,1983-12-07,10031.0,1983-12-07,6.125
1986-02-05,1986-02-05,10032.0,1986-02-05,10.0625
1986-02-05,1986-02-05,10033.0,1986-02-05,8.0
1986-02-06,1986-02-06,10034.0,1986-02-06,21.875
1986-02-06,1986-02-06,10035.0,1986-02-06,15.125
1986-02-06,1986-02-06,10036.0,1986-02-06,1.6875
1986-02-06,1986-02-06,10037.0,1986-02-06,15.0
1986-02-06,1986-02-06,10038.0,1986-02-06,7.3125
1986-02-07,1986-02-07,10039.0,1986-02-07,5.0
1986-02-07,1986-02-07,10040.0,1986-02-07,5.75
1986-02-07,1986-02-07,10041.0,1986-02-07,1.375
1986-02-07,1986-02-07,10042.0,1986-02-07,2.1875
1986-02-11,1986-02-11,10043.0,1986-02-11,10.75
1986-02-11,1986-02-11,10044.0,1986-02-11,3.1875
1986-02-11,1986-02-11,10045.0,1986-02-11,6.75
1986-02-14,1986-02-14,10046.0,1986-02-14,15.25
1986-02-11,1986-02-11,10047.0,1986-02-11,10.1875
1986-02-12,1986-02-12,10048.0,1986-02-12,12.1875
1925-12-31,1925-12-31,10049.0,1925-12-31,74.0
1972-12-29,1972-12-29,10050.0,1972-12-29,13.75
1986-02-14,1986-02-14,10051.0,1986-02-14,2.0
1986-02-14,1986-02-14,10052.0,1986-02-14,3.5
1986-02-14,1986-02-14,10053.0,1986-02-14,1.875
1986-02-14,1986-02-14,10054.0,1986-02-14,0.25
1986-02-14,1986-02-14,10055.0,1986-02-14,0.75
1986-02-14,1986-02-14,10056.0,1986-02-14,28.375
1925-12-31,1925-12-31,10057.0,1925-12-31,12.25
1972-12-14,1972-12-14,10058.0,1972-12-14,6.625
1986-02-24,1986-02-24,10059.0,1986-02-24,31.5625
1986-02-24,1986-02-24,10060.0,1986-02-24,12.8125
1986-02-19,1986-02-19,10061.0,1986-02-19,18.875
1986-02-19,1986-02-19,10062.0,1986-02-19,10.25
1986-02-19,1986-02-19,10063.0,1986-02-19,3.1875
1986-02-20,1986-02-20,10064.0,1986-02-20,6.0625
1925-12-31,1925-12-31,10065.0,1925-12-31,107.5
1983-08-25,1983-08-25,10066.0,1983-08-25,2.3125
1986-02-20,1986-02-20,10067.0,1986-02-20,10.375
1986-02-21,1986-02-21,10068.0,1986-02-21,2.5625
1986-02-24,1986-02-24,10069.0,1986-02-24,4.6875
1986-02-27,1986-02-27,10070.0,1986-02-27,6.375
1986-02-28,1986-02-28,10071.0,1986-02-28,29.25
1986-02-28,1986-02-28,10072.0,1986-02-28,1.375
1925-12-31,1925-12-31,10073.0,1925-12-31,17.5
1982-01-18,1982-01-18,10074.0,1982-01-18,4.375
1986-03-03,1986-03-03,10075.0,1986-03-03,14.5
1986-03-03,1986-03-03,10076.0,1986-03-03,1.34375
1986-04-10,1986-04-10,10077.0,1986-04-10,37.0
1986-03-04,1986-03-04,10078.0,1986-03-04,15.8125
1986-03-04,1986-03-04,10079.0,1986-03-04,14.875
1986-03-05,1986-03-05,10080.0,1986-03-05,15.5625
1925-12-31,1925-12-31,10081.0,1925-12-31,9.0
1983-03-21,1983-03-21,10082.0,1983-03-21,2.75
1986-03-05,1986-03-05,10083.0,1986-03-05,13.0625
1986-03-05,1986-03-05,10084.0,1986-03-05,8.625
1986-03-06,1986-03-06,10085.0,1986-03-06,18.75
1986-03-06,1986-03-06,10086.0,1986-03-06,17.0
1986-03-06,1986-03-06,10087.0,1986-03-06,22.25
1986-03-06,1986-03-06,10088.0,1986-03-06,2.5625
1986-03-07,1986-03-07,10089.0,1986-03-07,15.875
1986-03-07,1986-03-07,10090.0,1986-03-07,6.5
1986-03-07,1986-03-07,10091.0,1986-03-07,7.125
1986-03-07,1986-03-07,10092.0,1986-03-07,12.75
1986-03-07,1986-03-07,10093.0,1986-03-07,15.375
1986-03-07,1986-03-07,10094.0,1986-03-07,15.75
1986-03-07,1986-03-07,10095.0,1986-03-07,11.625
1986-03-11,1986-03-11,10096.0,1986-03-11,9.375
1986-03-10,1986-03-10,10097.0,1986-03-10,1.125
1986-03-11,1986-03-11,10098.0,1986-03-11,14.3125
1986-03-11,1986-03-11,10099.0,1986-03-11,5.75
1986-03-11,1986-03-11,10100.0,1986-03-11,4.875
1986-03-12,1986-03-12,10101.0,1986-03-12,6.3125
1925-12-31,1925-12-31,10102.0,1925-12-31,109.75
1977-03-23,1977-03-23,10103.0,1977-03-23,1.75
1986-03-12,1986-03-12,10104.0,1986-03-12,20.625
1986-03-12,1986-03-12,10105.0,1986-03-12,20.0
1986-03-12,1986-03-12,10106.0,1986-03-12,18.125
1986-03-13,1986-03-13,10107.0,1986-03-13,28.0
1986-03-13,1986-03-13,10108.0,1986-03-13,12.0
1986-03-13,1986-03-13,10109.0,1986-03-13,18.0
1925-12-31,1925-12-31,10110.0,1925-12-31,10.5
1972-12-14,1972-12-14,10111.0,1972-12-14,4.375
1986-03-13,1986-03-13,10112.0,1986-03-13,5.0
2010-07-21,2010-07-21,10113.0,2010-07-21,24.7000007629395
1988-06-22,1988-06-22,10114.0,1988-06-22,6.125
1986-03-14,1986-03-14,10115.0,1986-03-14,17.75
1986-03-14,1986-03-14,10116.0,1986-03-14,2.125
1986-03-17,1986-03-17,10117.0,1986-03-17,2.21875
1986-03-18,1986-03-18,10118.0,1986-03-18,14.0625
1986-03-18,1986-03-18,10119.0,1986-03-18,49.0
1986-03-18,1986-03-18,10120.0,1986-03-18,25.0
1986-03-18,1986-03-18,10121.0,1986-03-18,26.0
1986-03-18,1986-03-18,10122.0,1986-03-18,20.1875
1988-04-21,1988-04-21,10123.0,1988-04-21,5.125
1986-03-19,1986-03-19,10124.0,1986-03-19,1.25
1986-03-20,1986-03-20,10125.0,1986-03-20,4.125
1986-03-20,1986-03-20,10126.0,1986-03-20,60.5
1986-03-25,1986-03-25,10127.0,1986-03-25,8.8125
1986-03-25,1986-03-25,10128.0,1986-03-25,5.5
1925-12-31,1925-12-31,10129.0,1925-12-31,132.0
1986-03-25,1986-03-25,10130.0,1986-03-25,14.5
1986-03-26,1986-03-26,10131.0,1986-03-26,10.5
1986-03-26,1986-03-26,10132.0,1986-03-26,15.25
1986-03-27,1986-03-27,10133.0,1986-03-27,13.375
1986-04-01,1986-04-01,10134.0,1986-04-01,1.8125
1986-04-01,1986-04-01,10135.0,1986-04-01,10.5
1986-04-01,1986-04-01,10136.0,1986-04-01,7.25
1925-12-31,1925-12-31,10137.0,1925-12-31,71.75
1986-04-02,1986-04-02,10138.0,1986-04-02,25.75
1988-06-21,1988-06-21,10139.0,1988-06-21,1.5
1986-04-02,1986-04-02,10140.0,1986-04-02,18.5625
1986-04-02,1986-04-02,10141.0,1986-04-02,12.125
1986-04-03,1986-04-03,10142.0,1986-04-03,3.75
1986-04-03,1986-04-03,10143.0,1986-04-03,8.5
1986-04-04,1986-04-04,10144.0,1986-04-04,4.5625
1925-12-31,1925-12-31,10145.0,1925-12-31,114.0
1972-12-14,1972-12-14,10146.0,1972-12-14,4.5625
1986-04-04,1986-04-04,10147.0,1986-04-04,15.25
1986-04-04,1986-04-04,10148.0,1986-04-04,11.375
1986-04-04,1986-04-04,10149.0,1986-04-04,17.5
1986-04-04,1986-04-04,10150.0,1986-04-04,8.4375
2010-07-09,2010-07-09,10151.0,2010-07-09,25.1700000762939
1986-04-08,1986-04-08,10152.0,1986-04-08,2.125
1925-12-31,1925-12-31,10153.0,1925-12-31,93.0
1972-12-14,1972-12-14,10154.0,1972-12-14,4.125
1986-04-08,1986-04-08,10155.0,1986-04-08,2.65625
1986-04-08,1986-04-08,10156.0,1986-04-08,8.875
1986-04-08,1986-04-08,10157.0,1986-04-08,16.0
2010-07-22,2010-07-22,10158.0,2010-07-22,10.1700000762939
1986-04-09,1986-04-09,10159.0,1986-04-09,0.3125
1986-04-10,1986-04-10,10160.0,1986-04-10,0.15625
1925-12-31,1925-12-31,10161.0,1925-12-31,54.5
1973-01-12,1973-01-12,10162.0,1973-01-12,13.625
1986-04-10,1986-04-10,10163.0,1986-04-10,8.375
1986-04-10,1986-04-10,10164.0,1986-04-10,7.375
1986-04-11,1986-04-11,10165.0,1986-04-11,33.0
1986-04-11,1986-04-11,10166.0,1986-04-11,5.5625
1986-04-11,1986-04-11,10167.0,1986-04-11,1.625
1986-04-14,1986-04-14,10168.0,1986-04-14,7.5
1986-04-14,1986-04-14,10169.0,1986-04-14,1.3125
1986-04-14,1986-04-14,10170.0,1986-04-14,8.75
1986-04-14,1986-04-14,10171.0,1986-04-14,14.875
1986-04-16,1986-04-16,10172.0,1986-04-16,13.5
1986-04-16,1986-04-16,10173.0,1986-04-16,11.25
1986-04-17,1986-04-17,10174.0,1986-04-17,16.0
1986-04-17,1986-04-17,10175.0,1986-04-17,14.75
1986-04-18,1986-04-18,10176.0,1986-04-18,0.5625
1986-04-21,1986-04-21,10177.0,1986-04-21,8.75
1986-04-22,1986-04-22,10178.0,1986-04-22,20.0
1986-04-22,1986-04-22,10179.0,1986-04-22,15.3125
1988-04-08,1988-04-08,10180.0,1988-04-08,2.375
1986-04-22,1986-04-22,10181.0,1986-04-22,8.625
1986-04-23,1986-04-23,10182.0,1986-04-23,11.5
1986-04-23,1986-04-23,10183.0,1986-04-23,2.375
1988-02-29,1988-02-29,10184.0,1988-02-29,4.125
1986-04-24,1986-04-24,10185.0,1986-04-24,18.1875
1986-04-24,1986-04-24,10186.0,1986-04-24,1.5625
1986-04-24,1986-04-24,10187.0,1986-04-24,6.6875
1925-12-31,1925-12-31,10188.0,1925-12-31,32.75
1972-12-14,1972-12-14,10189.0,1972-12-14,20.25
1986-04-25,1986-04-25,10190.0,1986-04-25,3.4375
1986-04-25,1986-04-25,10191.0,1986-04-25,0.59375
1986-04-25,1986-04-25,10192.0,1986-04-25,24.375
1986-04-28,1986-04-28,10193.0,1986-04-28,5.0
1986-04-28,1986-04-28,10194.0,1986-04-28,12.25
1986-04-28,1986-04-28,10195.0,1986-04-28,21.0
1925-12-31,1925-12-31,10196.0,1925-12-31,41.75
1972-12-14,1972-12-14,10197.0,1972-12-14,6.625
1986-04-28,1986-04-28,10198.0,1986-04-28,3.0625
1986-04-29,1986-04-29,10199.0,1986-04-29,20.5
1986-04-29,1986-04-29,10200.0,1986-04-29,11.3125
2010-07-23,2010-07-23,10201.0,2010-07-23,12.4799995422363
1986-04-29,1986-04-29,10202.0,1986-04-29,14.625
1986-04-30,1986-04-30,10203.0,1986-04-30,15.125
1986-05-01,1986-05-01,10204.0,1986-05-01,1.5625
1986-05-02,1986-05-02,10205.0,1986-05-02,14.75
1986-05-02,1986-05-02,10206.0,1986-05-02,3.125
1988-06-07,1988-06-07,10207.0,1988-06-07,6.0
1986-05-05,1986-05-05,10208.0,1986-05-05,3.5
1925-12-31,1925-12-31,10209.0,1925-12-31,26.5
1986-05-05,1986-05-05,10210.0,1986-05-05,11.0
1986-05-05,1986-05-05,10211.0,1986-05-05,11.3125
1986-05-06,1986-05-06,10212.0,1986-05-06,2.5625
1986-05-06,1986-05-06,10213.0,1986-05-06,9.75
1986-05-06,1986-05-06,10214.0,1986-05-06,18.75
1986-05-07,1986-05-07,10215.0,1986-05-07,3.0625
1986-05-07,1986-05-07,10216.0,1986-05-07,1.0625
1925-12-31,1925-12-31,10217.0,1925-12-31,39.875
1980-10-14,1980-10-14,10218.0,1980-10-14,2.25
1986-05-07,1986-05-07,10219.0,1986-05-07,7.625
2010-08-02,2010-08-02,10220.0,2010-08-02,23.1499996185303
1986-05-07,1986-05-07,10221.0,1986-05-07,7.625
1986-05-07,1986-05-07,10222.0,1986-05-07,16.6875
2010-07-21,2010-07-21,10223.0,2010-07-21,10.6499996185303
1986-05-07,1986-05-07,10224.0,1986-05-07,1.296875
1925-12-31,1925-12-31,10225.0,1925-12-31,113.875
1972-12-14,1972-12-14,10226.0,1972-12-14,1.6875
1986-05-07,1986-05-07,10227.0,1986-05-07,5.5625
1986-05-07,1986-05-07,10228.0,1986-05-07,9.5
1986-05-07,1986-05-07,10229.0,1986-05-07,10.0
1986-05-08,1986-05-08,10230.0,1986-05-08,17.25
1986-05-08,1986-05-08,10231.0,1986-05-08,16.375
1986-05-08,1986-05-08,10232.0,1986-05-08,18.0
1925-12-31,1925-12-31,10233.0,1925-12-31,108.0
1972-12-14,1972-12-14,10234.0,1972-12-14,6.0625
1986-05-08,1986-05-08,10235.0,1986-05-08,8.5625
1986-05-08,1986-05-08,10236.0,1986-05-08,11.0
1986-05-08,1986-05-08,10237.0,1986-05-08,1.9375
1986-05-09,1986-05-09,10238.0,1986-05-09,13.125
1986-05-09,1986-05-09,10239.0,1986-05-09,22.5
1986-05-09,1986-05-09,10240.0,1986-05-09,5.875
1925-12-31,1925-12-31,10241.0,1925-12-31,292.5
1986-05-12,1986-05-12,10242.0,1986-05-12,20.5
1986-05-12,1986-05-12,10243.0,1986-05-12,13.0
1986-05-12,1986-05-12,10244.0,1986-05-12,2.625
1986-05-13,1986-05-13,10245.0,1986-05-13,2.625
1986-05-13,1986-05-13,10246.0,1986-05-13,20.625
1986-05-13,1986-05-13,10247.0,1986-05-13,17.0
1986-05-13,1986-05-13,10248.0,1986-05-13,9.625
1986-05-13,1986-05-13,10249.0,1986-05-13,1.21875
1986-05-13,1986-05-13,10250.0,1986-05-13,2.15625
1986-05-14,1986-05-14,10251.0,1986-05-14,17.75
1986-05-14,1986-05-14,10252.0,1986-05-14,28.125
1986-05-14,1986-05-14,10253.0,1986-05-14,0.140625
1986-05-14,1986-05-14,10254.0,1986-05-14,15.0
1986-05-15,1986-05-15,10255.0,1986-05-15,5.5
1986-05-15,1986-05-15,10256.0,1986-05-15,6.8125
1986-05-15,1986-05-15,10257.0,1986-05-15,2.4375
1986-05-15,1986-05-15,10258.0,1986-05-15,4.9375
1986-05-15,1986-05-15,10259.0,1986-05-15,6.375
1986-05-15,1986-05-15,10260.0,1986-05-15,1.8125
1986-05-15,1986-05-15,10261.0,1986-05-15,46.5
1986-05-16,1986-05-16,10262.0,1986-05-16,6.8125
1986-05-16,1986-05-16,10263.0,1986-05-16,9.6875
1986-05-16,1986-05-16,10264.0,1986-05-16,0.09375
1986-05-16,1986-05-16,10265.0,1986-05-16,29.5
1986-05-16,1986-05-16,10266.0,1986-05-16,12.0
1986-05-16,1986-05-16,10267.0,1986-05-16,15.125
1925-12-31,1925-12-31,10268.0,1925-12-31,134.0
1983-07-21,1983-07-21,10269.0,1983-07-21,11.375
1986-05-16,1986-05-16,10270.0,1986-05-16,3.8125
1986-05-28,1986-05-28,10271.0,1986-05-28,17.0625
1986-05-16,1986-05-16,10272.0,1986-05-16,12.25
1986-05-19,1986-05-19,10273.0,1986-05-19,13.375
1986-05-19,1986-05-19,10274.0,1986-05-19,5.5
1986-05-19,1986-05-19,10275.0,1986-05-19,5.1875
1925-12-31,1925-12-31,10276.0,1925-12-31,33.5
1972-12-14,1972-12-14,10277.0,1972-12-14,6.75
1986-05-20,1986-05-20,10278.0,1986-05-20,21.25
1986-05-20,1986-05-20,10279.0,1986-05-20,31.5
1986-05-20,1986-05-20,10280.0,1986-05-20,2.125
1986-05-20,1986-05-20,10281.0,1986-05-20,7.75
1986-05-21,1986-05-21,10282.0,1986-05-21,18.375
1986-05-21,1986-05-21,10283.0,1986-05-21,2.53125
1925-12-31,1925-12-31,10284.0,1925-12-31,136.0
1981-10-29,1981-10-29,10285.0,1981-10-29,2.625
1986-05-21,1986-05-21,10286.0,1986-05-21,10.375
1986-05-20,1986-05-20,10287.0,1986-05-20,3.5625
1986-05-22,1986-05-22,10288.0,1986-05-22,13.5625
1988-04-05,1988-04-05,10289.0,1988-04-05,5.125
1986-05-23,1986-05-23,10290.0,1986-05-23,17.875
1986-05-27,1986-05-27,10291.0,1986-05-27,1.0
1925-12-31,1925-12-31,10292.0,1925-12-31,47.0
1983-06-15,1983-06-15,10293.0,1983-06-15,4.375
1986-05-27,1986-05-27,10294.0,1986-05-27,14.75
1986-05-27,1986-05-27,10295.0,1986-05-27,2.125
1986-05-27,1986-05-27,10296.0,1986-05-27,42.0
1986-05-27,1986-05-27,10297.0,1986-05-27,12.875
1986-05-27,1986-05-27,10298.0,1986-05-27,3.75
1986-05-28,1986-05-28,10299.0,1986-05-28,8.875
1986-05-28,1986-05-28,10300.0,1986-05-28,3.4375
1986-05-29,1986-05-29,10301.0,1986-05-29,1.5
1986-05-29,1986-05-29,10302.0,1986-05-29,9.625
1986-05-29,1986-05-29,10303.0,1986-05-29,12.0
1986-05-29,1986-05-29,10304.0,1986-05-29,32.5
1925-12-31,1925-12-31,10305.0,1925-12-31,4.25
1972-12-14,1972-12-14,10306.0,1972-12-14,5.8125
1986-05-29,1986-05-29,10307.0,1986-05-29,7.375
1986-06-02,1986-06-02,10308.0,1986-06-02,50.5
1986-06-02,1986-06-02,10309.0,1986-06-02,11.75
1986-06-02,1986-06-02,10310.0,1986-06-02,5.125
1986-06-03,1986-06-03,10311.0,1986-06-03,11.25
1986-06-03,1986-06-03,10312.0,1986-06-03,0.625
1925-12-31,1925-12-31,10313.0,1925-12-31,44.125
1980-10-07,1980-10-07,10314.0,1980-10-07,15.875
1986-06-03,1986-06-03,10315.0,1986-06-03,3.0
1986-06-03,1986-06-03,10316.0,1986-06-03,9.125
1986-06-03,1986-06-03,10317.0,1986-06-03,15.0625
1986-06-03,1986-06-03,10318.0,1986-06-03,4.75
1986-06-04,1986-06-04,10319.0,1986-06-04,20.0
1986-06-04,1986-06-04,10320.0,1986-06-04,1.875
1925-12-31,1925-12-31,10321.0,1925-12-31,461.0
1986-06-04,1986-06-04,10322.0,1986-06-04,18.0
1986-06-05,1986-06-05,10323.0,1986-06-05,4.5
1986-06-05,1986-06-05,10324.0,1986-06-05,13.25
1986-06-05,1986-06-05,10325.0,1986-06-05,16.75
1986-06-05,1986-06-05,10326.0,1986-06-05,2.0625
1986-06-05,1986-06-05,10327.0,1986-06-05,7.875
1986-06-05,1986-06-05,10328.0,1986-06-05,9.6875
1986-06-06,1986-06-06,10329.0,1986-06-06,5.0
1986-06-06,1986-06-06,10330.0,1986-06-06,1.875
1986-06-06,1986-06-06,10331.0,1986-06-06,13.5
1986-06-06,1986-06-06,10332.0,1986-06-06,0.6875
1986-06-06,1986-06-06,10333.0,1986-06-06,17.125
1986-06-06,1986-06-06,10334.0,1986-06-06,0.625
1986-06-09,1986-06-09,10335.0,1986-06-09,9.75
1986-06-09,1986-06-09,10336.0,1986-06-09,3.25
1986-06-09,1986-06-09,10337.0,1986-06-09,8.875
1988-06-28,1988-06-28,10338.0,1988-06-28,10.5
1986-06-10,1986-06-10,10339.0,1986-06-10,11.75
1986-06-10,1986-06-10,10340.0,1986-06-10,25.0
1986-06-10,1986-06-10,10341.0,1986-06-10,9.5
1986-06-10,1986-06-10,10342.0,1986-06-10,5.5
1986-06-10,1986-06-10,10343.0,1986-06-10,12.5
1986-06-10,1986-06-10,10344.0,1986-06-10,15.25
1986-06-10,1986-06-10,10345.0,1986-06-10,1.1875
1986-06-10,1986-06-10,10346.0,1986-06-10,0.25
1988-01-22,1988-01-22,10347.0,1988-01-22,0.203125
1925-12-31,1925-12-31,10348.0,1925-12-31,15.5
1972-12-14,1972-12-14,10349.0,1972-12-14,48.75
1986-06-10,1986-06-10,10350.0,1986-06-10,4.0
1986-06-10,1986-06-10,10351.0,1986-06-10,7.375
1986-06-11,1986-06-11,10352.0,1986-06-11,14.75
1986-06-11,1986-06-11,10353.0,1986-06-11,10.375
1986-06-11,1986-06-11,10354.0,1986-06-11,2.25
1986-06-11,1986-06-11,10355.0,1986-06-11,9.75
1925-12-31,1925-12-31,10356.0,1925-12-31,52.75
1976-05-26,1976-05-26,10357.0,1976-05-26,5.625
1986-06-11,1986-06-11,10358.0,1986-06-11,10.6875
1988-02-17,1988-02-17,10359.0,1988-02-17,1.46875
1988-03-30,1988-03-30,10360.0,1988-03-30,14.75
1986-06-11,1986-06-11,10361.0,1986-06-11,13.75
1986-06-11,1986-06-11,10362.0,1986-06-11,9.125
1986-06-11,1986-06-11,10363.0,1986-06-11,10.375
1925-12-31,1925-12-31,10364.0,1925-12-31,144.5
1982-06-21,1982-06-21,10365.0,1982-06-21,3.125
1986-06-11,1986-06-11,10366.0,1986-06-11,8.5625
1986-06-12,1986-06-12,10367.0,1986-06-12,12.25
1986-06-12,1986-06-12,10368.0,1986-06-12,10.125
1986-06-12,1986-06-12,10369.0,1986-06-12,10.8125
1986-06-13,1986-06-13,10370.0,1986-06-13,13.0
1986-06-16,1986-06-16,10371.0,1986-06-16,7.25
1925-12-31,1925-12-31,10372.0,1925-12-31,114.625
1984-05-11,1984-05-11,10373.0,1984-05-11,0.375
1986-06-17,1986-06-17,10374.0,1986-06-17,9.875
1986-06-17,1986-06-17,10375.0,1986-06-17,12.125
1986-06-17,1986-06-17,10376.0,1986-06-17,9.875
1986-06-18,1986-06-18,10377.0,1986-06-18,8.375
1986-06-17,1986-06-17,10378.0,1986-06-17,3.0
1986-06-18,1986-06-18,10379.0,1986-06-18,5.125
1925-12-31,1925-12-31,10380.0,1925-12-31,72.0
1981-08-12,1981-08-12,10381.0,1981-08-12,3.1875
1986-06-18,1986-06-18,10382.0,1986-06-18,13.0
1986-06-18,1986-06-18,10383.0,1986-06-18,12.5625
1986-06-18,1986-06-18,10384.0,1986-06-18,7.25
1986-06-18,1986-06-18,10385.0,1986-06-18,3.9375
1986-06-18,1986-06-18,10386.0,1986-06-18,1.5
1986-06-18,1986-06-18,10387.0,1986-06-18,3.3125
1986-06-18,1986-06-18,10388.0,1986-06-18,25.375
1986-06-18,1986-06-18,10389.0,1986-06-18,6.1875
1986-06-19,1986-06-19,10390.0,1986-06-19,1.84375
1986-06-19,1986-06-19,10391.0,1986-06-19,15.25
1986-06-19,1986-06-19,10392.0,1986-06-19,17.125
1986-06-19,1986-06-19,10393.0,1986-06-19,12.25
1986-06-19,1986-06-19,10394.0,1986-06-19,8.625
1986-06-19,1986-06-19,10395.0,1986-06-19,19.625
1986-06-19,1986-06-19,10396.0,1986-06-19,2.0
1986-06-20,1986-06-20,10397.0,1986-06-20,19.25
1986-06-26,1986-06-26,10398.0,1986-06-26,12.0
1925-12-31,1925-12-31,10399.0,1925-12-31,5.5
1972-12-14,1972-12-14,10400.0,1972-12-14,6.3125
1925-12-31,1925-12-31,10401.0,1925-12-31,142.625
1972-12-14,1972-12-14,10402.0,1972-12-14,16.125
1986-06-20,1986-06-20,10403.0,1986-06-20,29.125
1986-06-20,1986-06-20,10404.0,1986-06-20,0.15625
1986-06-23,1986-06-23,10405.0,1986-06-23,4.0625
1986-06-20,1986-06-20,10406.0,1986-06-20,5.0
1986-06-24,1986-06-24,10407.0,1986-06-24,10.6875
1986-06-24,1986-06-24,10408.0,1986-06-24,1.25
1986-06-24,1986-06-24,10409.0,1986-06-24,14.25
1986-06-25,1986-06-25,10410.0,1986-06-25,6.4375
1986-06-25,1986-06-25,10411.0,1986-06-25,1.6875
1986-06-25,1986-06-25,10412.0,1986-06-25,9.25
1986-06-25,1986-06-25,10413.0,1986-06-25,19.0
1986-06-25,1986-06-25,10414.0,1986-06-25,13.5
1986-06-26,1986-06-26,10415.0,1986-06-26,6.125
1986-06-26,1986-06-26,10416.0,1986-06-26,10.5625
1986-06-26,1986-06-26,10417.0,1986-06-26,10.0
1986-06-26,1986-06-26,10418.0,1986-06-26,0.171875
1986-06-26,1986-06-26,10419.0,1986-06-26,2.625
1986-06-26,1986-06-26,10420.0,1986-06-26,5.3125
1986-06-26,1986-06-26,10421.0,1986-06-26,10.0
1986-06-26,1986-06-26,10422.0,1986-06-26,8.3125
1986-06-27,1986-06-27,10423.0,1986-06-27,7.9375
1986-06-27,1986-06-27,10424.0,1986-06-27,10.9375
1986-06-27,1986-06-27,10425.0,1986-06-27,15.25
1986-06-27,1986-06-27,10426.0,1986-06-27,11.375
1986-06-30,1986-06-30,10427.0,1986-06-30,1.078125
1925-12-31,1925-12-31,10428.0,1925-12-31,114.875
1981-10-01,1981-10-01,10429.0,1981-10-01,11.625
1986-07-01,1986-07-01,10430.0,1986-07-01,1.9375
1986-07-01,1986-07-01,10431.0,1986-07-01,18.0
1986-07-01,1986-07-01,10432.0,1986-07-01,16.0
1986-07-01,1986-07-01,10433.0,1986-07-01,3.875
1986-07-01,1986-07-01,10434.0,1986-07-01,23.875
1986-07-01,1986-07-01,10435.0,1986-07-01,12.75
1925-12-31,1925-12-31,10436.0,1925-12-31,8.625
1986-07-01,1986-07-01,10437.0,1986-07-01,17.6875
1986-07-01,1986-07-01,10438.0,1986-07-01,14.0
1986-07-01,1986-07-01,10439.0,1986-07-01,6.3125
1986-07-01,1986-07-01,10440.0,1986-07-01,21.125
1986-07-02,1986-07-02,10441.0,1986-07-02,14.875
1986-07-02,1986-07-02,10442.0,1986-07-02,16.375
1986-07-02,1986-07-02,10443.0,1986-07-02,12.25
1925-12-31,1925-12-31,10444.0,1925-12-31,11.0
1972-12-14,1972-12-14,10445.0,1972-12-14,3.0
1986-07-02,1986-07-02,10446.0,1986-07-02,17.0
1986-07-02,1986-07-02,10447.0,1986-07-02,10.375
1986-07-03,1986-07-03,10448.0,1986-07-03,0.453125
1986-07-03,1986-07-03,10449.0,1986-07-03,19.25
1986-07-03,1986-07-03,10450.0,1986-07-03,3.8125
1986-07-02,1986-07-02,10451.0,1986-07-02,11.75
1925-12-31,1925-12-31,10452.0,1925-12-31,41.875
1988-04-28,1988-04-28,10453.0,1988-04-28,8.0
1986-07-07,1986-07-07,10454.0,1986-07-07,0.53125
1986-07-07,1986-07-07,10455.0,1986-07-07,1.5625
1986-07-08,1986-07-08,10456.0,1986-07-08,10.375
1988-05-11,1988-05-11,10457.0,1988-05-11,7.0
1986-07-09,1986-07-09,10458.0,1986-07-09,12.0625
1986-07-09,1986-07-09,10459.0,1986-07-09,12.5
1925-12-31,1925-12-31,10460.0,1925-12-31,56.875
