comnam,ticker,filingYr
MARKRAY CROP.,NEBO,2001
AMERIGROUP CORP,AMGP,2001
"WESTERN NEW ENGLAND BANCORP, INC.",WFD,2001
AJS BANCORP INC,AJSB,2001
SOVEREIGN CAPITAL TRUST III,SOV.A,2001
REINSURANCE GROUP OF AMERICA INC,RGA.A,2001
FIVE STAR SENIOR LIVING INC.,FVE,2001
"APP PHARMACEUTICALS, INC.",APPX,2001
BRUKER AXS INC,BAXS,2001
NORTHWEST BIOTHERAPEUTICS INC,NWBT,2001
UNITED DEFENSE INDUSTRIES INC,UDI,2001
PRUDENTIAL FINANCIAL INC,PRU,2001
CENTENE CORP,CNTE,2001
NASSDA CORP,NSDA,2001
NETSCREEN TECHNOLOGIES INC,NSCN,2001
SUNTRUST CAPITAL V,STI.V,2001
ARAMARK CORP/DE,RMK,2001
GLOBAL BRANDS INC,GLBR,2001
"LAWSON SOFTWARE AMERICAS, INC",LWSN,2001
PACIFIC CMA INC,PCCM,2001
